,key,alias,name_x,rating,price,review_count,categories,lat,lon,display_address,city,zip_code,phone,address,health codes,date,url,num_health_code_violations
599,2711-mas,masullo-sacramento,Masullo,4.1,$$,758,"['Pizza', 'Italian']",38.55911,-121.50026,"['2711 Riverside Blvd', 'Sacramento, CA 95818']",Sacramento,95818,19164438929.0,"2711 Riverside Blvd  Sacramento, CA 95818-2927",[['1c']],"['March 1, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=671FA2D0-D2A9-45A1-9A5D-B46072B749D3,1
600,2711-sup,super-x-market-sacramento-2,Super X Market,3.2,$$,31,['International Grocery'],38.6173831247769,-121.452811695635,"['2711 Fairfield St', 'Sacramento, CA 95815']",Sacramento,95815,19163331423.0,"2711 Fairfield St  Sacramento, CA 95815-1602","[['8', '42'], ['4', '13', '15', '21', '23', '27', '32a', '35', '36', '38', '39', '42', '43', '44d', '44e', '45', '47c']]","['December 11, 2023', 'December 8, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=50849D48-8CF1-4D8A-A04C-1F8509D3C5B5,19
601,2719-mim,mimis-cafe-folsom-2,Mimi's Cafe,3.3,$$,414,"['Breakfast & Brunch', 'American', 'French']",38.655938,-121.125619,"['2719 E Bidwell St', 'Folsom, CA 95630']",Folsom,95630,19169844940.0,"2719 E Bidwell St  Folsom, CA 95630-6405","[['1c', '11', '33', '45', '49'], ['7', '49']]","['March 14, 2024', 'November 6, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=B749ACF4-2BE0-4417-BA93-471DEB16B9BF,7
602,2720-lan,land-ocean-new-american-grill-folsom-folsom,Land Ocean New American Grill - Folsom,3.8,$$,980,"['Steakhouses', 'Breakfast & Brunch', 'New American']",38.65657,-121.12471,"['2720 E Bidwell St', 'Folsom, CA 95630']",Folsom,95630,19169837000.0,"2720 E Bidwell St  Folsom, CA 95630-6451","[['5a', '7', '14b', '30a', '41']]","['November 30, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=355F8319-E696-4B75-A62D-1E38211B7320,5
603,2720-sam,sams-sub-shop-sacramento-3,Sam's Sub Shop,3.8,$,164,"['Sandwiches', 'Chicken Wings', 'Cheesesteaks']",38.616905,-121.398076,"['2720 Marconi Ave', 'Sacramento, CA 95821']",Sacramento,95821,19164868333.0,"2720 Marconi Ave  Sacramento, CA 95821-4914","[['1b', '1c', '6', '14a', '26', '27', '30b', '33', '35', '36', '38', '41', '43', '44a', '44b', '44d', '45', '47c', '49']]","['November 28, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A1659598-7E15-405A-9F56-2A02BDE3B262,19
604,2721-cha,chaat-kafe-sacramento-2,Chaat Kafe,4.3,$$,566,['Indian'],38.657387,-121.52279,"['2721 Del Paso Rd', 'Ste 100', 'Sacramento, CA 95835']",Sacramento,95835,19164199200.0,"2721 Del Paso Rd Ste 100  Sacramento, CA 95835-2310","[['1c', '5a', '5b', '9', '30b', '35', '36', '39', '40', '41', '44d']]","['May 1, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=534D07EF-4845-45EF-9556-72A24C896DBE,11
605,2721-fir,fire-wings-natomas-sacramento,Fire Wings - Natomas,3.1,$$,482,['Chicken Wings'],38.6574203350129,-121.522645893957,"['2721 Del Paso Rd', 'Ste 110', 'Sacramento, CA 95835']",Sacramento,95835,19169990059.0,"2721 Del Paso Rd Ste 110  Sacramento, CA 95835-2310","[['1b', '5b', '6', '7', '30b', '33', '34', '35', '36', '39', '44d', '45', '49']]","['May 17, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=1070F909-B14E-41A2-A3BB-D46A5F1636A5,13
606,2721-fla,flapjacks-sacramento-3,Flapjacks,3.9,$$,314,"['Breakfast & Brunch', 'Waffles', 'Diners']",38.610974,-121.398825,"['2721 El Camino Ave', 'Sacramento, CA 95821']",Sacramento,95821,19164885440.0,"2721 El Camino Ave  Sacramento, CA 95821-5903","[['1c', '7', '14b', '21', '27', '29', '33', '35', '36', '38', '41', '44d', '45', '47c', '49']]","['February 21, 2024']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2FD6757A-FE3A-433D-9D2E-5A7F9A261A40,15
607,2721-sha,shanghai-cuisine-sacramento-4,Shanghai Cuisine,3.7,$$,212,['Shanghainese'],38.55777,-121.47671,"['2721 Broadway', 'Sacramento, CA 95818']",Sacramento,95818,19163824462.0,"2721 Broadway  Sacramento, CA 95818-2733",[[]],"['May 5, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=C3095EFE-3502-4370-9807-917C45123163,0
608,2724-daw,dawes-wine-and-spirits-rancho-cordova,Dawes Wine & Spirits,3.8,$$,11,"['Beer, Wine & Spirits']",38.5879405,-121.3087328,"['2724 Dawes St', 'Rancho Cordova, CA 95670']",Rancho Cordova,95670,19163623443.0,"2724 Dawes St  Rancho Cordova, CA 95670-3506","[['6', '35', '45'], ['6', '35', '45']]","['December 27, 2023', 'December 27, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=6B066A8A-AE86-42DE-94D9-5AF76D9B28FB,6
609,2730-caf,cafe-bernardo-sacramento-12,Cafe Bernardo,3.7,$$,168,"['Burgers', 'Pizza', 'Sandwiches']",38.570362,-121.471032,"['2730 Capitol Ave', 'Sacramento, CA 95816']",Sacramento,95816,19166032304.0,"2730 Capitol Ave  Sacramento, CA 95816-6005","[['1c', '6'], ['1b', '6', '7', '33', '34', '36', '40', '44d']]","['January 17, 2024', 'August 22, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=CED4FB56-0724-4B09-843B-171FA136CB61,10
610,2730-cen,centro-cocina-mexicana-sacramento,Centro Cocina Mexicana,3.7,$$,782,['Mexican'],38.57374360606445,-121.46950752883556,"['2730 J St', 'Paragary Restaurant Group', 'Sacramento, CA 95816']",Sacramento,95816,19164422552.0,"2730 J St  Sacramento, CA 95816-4314","[['4', '5a', '14a', '14b', '19', '21', '27', '33', '35', '38', '41', '44d', '44e', '45']]","['December 19, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8BE7D70E-5A25-43F1-8CDE-05D42DB59F78,14
611,2730-ink,ink-eats-and-drinks-sacramento,Ink Eats & Drinks,3.8,$$,1445,"['American', 'Breakfast & Brunch', 'Sports Bars']",38.5693113,-121.4714254,"['2730 N St', 'Sacramento, CA 95816']",Sacramento,95816,19164562800.0,"2730 N St  Sacramento, CA 95816-6007","[['1b', '1c', '6', '7', '14b', '26', '33', '38', '40'], ['1b', '1c', '6', '7', '14b', '26', '33', '38', '40']]","['August 22, 2023', 'August 22, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=410492BF-2C92-4506-93A0-4028CBB20049,18
612,2731-bro,broadway-donuts-sacramento-3,Broadway Donuts,4.4,$,104,['Donuts'],38.5576099,-121.47654,"['2731 Broadway', 'Sacramento, CA 95818']",Sacramento,95818,19167362544.0,"2731 Broadway  Sacramento, CA 95818-2733","[['4', '6', '38'], ['35', '44d']]","['January 3, 2024', 'September 6, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=6433ADB2-C03C-4E59-AD4F-7658841FA6DE,5
613,2731-tas,tasty-pot-sacramento-4,Tasty Pot,4.0,$$,137,"['Hot Pot', 'Bubble Tea', 'Taiwanese']",38.65639964315548,-121.522719935513,"['2731 Del Paso Rd', 'Ste 110', 'Sacramento, CA 95835']",Sacramento,95835,12793450006.0,"2731 Del Paso Rd Ste 110  Sacramento, CA 95835-2308","[['1b', '1c', '4', '6', '36', '44b', '49']]","['May 8, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D47F0D3E-8CFD-4643-9FED-B6F034A9B560,7
614,2733-mcd,mcdonalds-elk-grove-7,McDonald's,1.9,$,167,"['Burgers', 'Fast Food', 'Coffee & Tea']",38.4089116101314,-121.476601887575,"['2733 Elk Grove Blvd', 'Elk Grove, CA 95758']",Elk Grove,95758,19164789245.0,"2733 Elk Grove Blvd  Elk Grove, CA 95758-7165","[[], [], []]","['January 30, 2024', 'January 30, 2024', 'September 6, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=838607EE-EDF4-4C43-A62F-A451755D5D98,0
615,2735-spr,sprouts-farmers-market-sacramento-15,Sprouts Farmers Market,3.5,$$,85,"['Grocery', 'Health Markets', 'Organic Stores']",38.6193356,-121.3979347,"['2735 Marconi Ave', 'Sacramento, CA 95821']",Sacramento,95821,19169993410.0,"2735 Marconi Ave  Sacramento, CA 95821-4913","[['6', '21', '23', '27', '33', '49'], ['23', '34'], ['23', '34']]","['November 16, 2023', 'November 16, 2023', 'November 16, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=45BF00CF-1807-4965-A4B2-8C436AD94DBA,10
616,2736-mui,muir-way-market-sacramento,Muir Way Market,4.0,$$,8,['Grocery'],38.55945,-121.50499,"['2736 Muir Way', 'Sacramento, CA 95818']",Sacramento,95818,19164428353.0,"2736 Muir Way  Sacramento, CA 95818-2127","[['27', '30a', '35', '38', '41', '45', '48'], ['23', '27', '33', '35']]","['February 9, 2024', 'June 5, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=34B715F6-8045-458E-A929-F43558F14882,11
617,2737-asi,asia-market-and-restaurant-sacramento-4,Asia Market and Restaurant,4.0,$$,23,"['Afghan', 'Halal', 'International Grocery']",38.61487,-121.40204,"['2737 Fulton Ave', 'Sacramento, CA 95821']",Sacramento,95821,19166962465.0,"2737 Fulton Ave  Sacramento, CA 95821-5100","[['1b', '1c', '6', '9', '14a', '21', '23', '27', '30a', '31', '32a', '33', '35', '36', '38', '41', '42', '44a', '44e', '45', '48', '49']]","['October 3, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A92E46FC-399E-467F-953B-C61EA6E1ADBE,22
618,2737-wie,wienerschnitzel-sacramento-6,Wienerschnitzel,2.5,$,64,"['Hot Dogs', 'Fast Food', 'Sandwiches']",38.596352044017415,-121.3984482,"['2737 Arden Way', 'Sacramento, CA 95825']",Sacramento,95825,19164888586.0,"2737 Arden Way  Sacramento, CA 95825-1366","[['1b', '1c', '7', '14a', '30a', '33', '35', '36', '42', '44e', '45', '47c']]","['April 18, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=7C460497-DFBD-405A-AB17-C28ABC51BF97,12
619,2745-huc,huckleberry-s-breakfast-and-lunch-elk-grove-2,Huckleberry’s Breakfast and Lunch,4.0,$$,563,"['Breakfast & Brunch', 'Burgers', 'Sandwiches']",38.408413,-121.475205,"['2745 Elk Grove Blvd', 'Elk Grove, CA 95758']",Elk Grove,95758,19168979261.0,"2745 Elk Grove Blvd Ste 250  Elk Grove, CA 95758-7158","[['7', '14b', '35', '41', '42']]","['November 21, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=6E51AAD2-D43A-4C48-B5E9-A5CAB8F637F6,5
620,2745-joy,joy-city-restaurant-elk-grove,Joy City Restaurant,3.6,$$,198,['Chinese'],38.408558252523,-121.476004017936,"['2745 Elk Grove Blvd', 'Ste 260', 'Elk Grove, CA 95758']",Elk Grove,95758,19166911880.0,"2745 Elk Grove Blvd Ste 260  Elk Grove, CA 95758-7158","[['1c', '4', '7', '44d'], ['1c', '4', '7', '44d'], ['1c', '6', '7', '25', '26', '27', '35', '40']]","['October 19, 2023', 'October 19, 2023', 'March 23, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=AC3F6CD8-CF79-48F2-99A3-6B73F8A11124,16
621,2745-kac,kacies-donut-lounge-elk-grove,Kacie's Donut Lounge,4.3,$,75,"['Donuts', 'Coffee & Tea']",38.40845,-121.47585,"['2745 Elk Grove Blvd', 'Elk Grove, CA 95758']",Elk Grove,95758,19166847880.0,"2745 Elk Grove Blvd Ste 200  Elk Grove, CA 95758-7157","[['1c', '6', '7'], ['1c', '7']]","['January 31, 2024', 'September 13, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2D6EC191-0BC1-4DCA-87E6-4958DBEC95EB,5
622,2746-sta,starbucks-sacramento-190,Starbucks,2.6,$$,37,['Coffee & Tea'],38.617552774131134,-121.39818365635443,"['2746 Marconi Ave', 'Sacramento, CA 95821']",Sacramento,95821,19164856922.0,"2746 Marconi Ave  Sacramento, CA 95821-4914","[['7', '23', '33', '38', '40', '41', '44e', '45', '49']]","['October 4, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2D2A0B39-348F-4DB7-AAFE-A7BC03214725,9
623,2750-fiv,five-guys-folsom-2,Five Guys,2.6,$$,103,"['Burgers', 'Fast Food', 'Sandwiches']",38.6554911,-121.123415,"['2750 E Bidwell St', 'Ste 100', 'Folsom, CA 95630']",Folsom,95630,19164690001.0,"2750 E Bidwell St Ste 100  Folsom, CA 95630-6416","[['1c', '49'], ['1c', '6']]","['March 6, 2024', 'November 9, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=387AE957-8C7D-4EF1-B33F-8119CAB313F0,4
624,2750-nuy,nuyo-frozen-yogurt-folsom,Nuyo Frozen Yogurt,4.3,$,137,['Ice Cream & Frozen Yogurt'],38.6554870605469,-121.123336791992,"['2750 E Bidwell St', 'Ste 300', 'Folsom, CA 95630']",Folsom,95630,19168178661.0,"2750 E Bidwell St Ste 300  Folsom, CA 95630-6416","[['1b', '7']]","['November 28, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8FAEF5F0-D41C-4A8F-8F48-A7A472CC510D,2
625,2750-wen,wendys-sacramento-7,Wendy's,1.8,$,140,"['Burgers', 'Fast Food']",38.5486049,-121.40949437383875,"['2750 Power Inn Road', 'Sacramento, CA 95826']",Sacramento,95826,19163834140.0,"2750 Power Inn Rd  Sacramento, CA 95826-2699",[[]],"['September 18, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F11D82BA-1D76-488B-B959-424011477573,0
626,2756-big,big-boss-cafe-rancho-cordova,Big Boss Cafe,4.7,$,31,"['Coffee & Tea', 'Hot Dogs', 'Sandwiches']",38.6008550687331,-121.2680015,"['2756 Sunrise Blvd', 'RANCHO CORDOVA, CA 95742']",RANCHO CORDOVA,95742,19169177574.0,"2756 Sunrise Blvd  Rancho Cordova, CA 95742-6227","[['1a', '14b', '30b']]","['January 25, 2024']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F7F33C18-F049-4809-B244-E0589B879B58,3
627,2756-jac,jacks-urban-eats-folsom-2,Jack's Urban Eats,3.3,$$,539,"['Sandwiches', 'American', 'Salad']",38.6558964492765,-121.122479839098,"['2756 E Bidwell St', 'Broadstone Marketplace', 'Folsom, CA 95630']",Folsom,95630,19169845553.0,"2756 E Bidwell St Ste 100  Folsom, CA 95630-6482","[['7', '33'], ['7', '33']]","['January 16, 2024', 'August 29, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=DAE54883-C958-4ABE-AC56-6F86F311CC03,4
628,2757-mcd,mcdonalds-folsom,McDonald's,2.1,$,81,"['Fast Food', 'Burgers', 'Coffee & Tea']",38.654845,-121.124461,"['2757 E Bidwell St', 'Folsom, CA 95630']",Folsom,95630,19169846305.0,"2757 E Bidwell St  Folsom, CA 95630-6405","[['6', '34'], []]","['February 5, 2024', 'September 25, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=FF40C1A6-3E60-4DA3-B679-B0D000AF222B,2
629,2759-buf,buffalo-wild-wings-folsom,Buffalo Wild Wings,2.6,$$,387,"['Chicken Wings', 'American', 'Sports Bars']",38.6547089720699,-121.124108,"['2759 East Bidwell St', 'Folsom, CA 95630']",Folsom,95630,19164968700.0,"2759 E Bidwell St  Folsom, CA 95630-6405","[['14b'], ['14b']]","['February 1, 2024', 'October 24, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=95982E78-71F6-4C7D-B861-6A06B8E3CFFB,2
630,2760-bel,bel-air-folsom,Bel Air,3.5,$$,71,"['Grocery', 'Beer, Wine & Spirits', 'Delis']",38.65611108,-121.12192437,"['2760 E Bidwell St', 'Folsom, CA 95630']",Folsom,95630,19169838844.0,"2760 E Bidwell St  Folsom, CA 95630-6414","[['33'], ['14a', '40'], ['27'], [], [], []]","['February 6, 2024', 'February 6, 2024', 'February 6, 2024', 'August 23, 2023', 'August 23, 2023', 'August 23, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=BD10D496-8541-4D62-80DB-9D85D6A31974,4
631,2765-tot,total-wine-and-more-folsom-4,Total Wine & More,3.8,$$,126,"['Beer, Wine & Spirits', 'Tobacco Shops']",38.65290108,-121.12622093,"['2765 E Bidwell St', 'Folsom, CA 95630']",Folsom,95630,19169846923.0,"2765 E Bidwell St  Folsom, CA 95630-6405","[['1b', '6', '14b']]","['September 20, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A8CD1F72-BEF1-4DC3-B13F-04623018A7F9,3
632,2766-rak,rakkan-ramen-folsom-folsom,RAKKAN Ramen - Folsom,4.2,$$,95,"['Ramen', 'Vegan', 'Noodles']",38.6561499,-121.12108156906272,"['2766 E Bidwell St', 'Ste 300-400', 'Folsom, CA 95630']",Folsom,95630,19164964475.0,"2766 E Bidwell St Ste 300 Folsom, CA 95630","[['27', '39'], ['27', '39']]","['January 24, 2024', 'January 24, 2024']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=FAA254DE-0C8B-4EAE-A232-1B0C2686F0B0,4
633,2770-noo,noodles-and-company-folsom,Noodles & Company,2.9,$,95,"['Salad', 'Noodles', 'Pasta Shops']",38.6546567,-121.12206008220936,"['2770 E Bidwell St', 'Folsom, CA 95630']",Folsom,95630,19169837815.0,"2770 E Bidwell St Ste 600  Folsom, CA 95630-6419","[['6', '33'], []]","['January 4, 2024', 'August 23, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=572D1935-A8EE-4390-AFB1-3C4F7AD057E9,2
634,2770-tha,thai-paradise-folsom,Thai Paradise,4.1,$$,1101,['Thai'],38.65484562686049,-121.12227263309,"['2770 E Bidwell St', 'Ste P-100', 'Folsom, CA 95630']",Folsom,95630,19169848988.0,"2770 E Bidwell St Ste 100  Folsom, CA 95630-6418","[['14a', '36', '42', '47c'], ['5a', '27']]","['January 18, 2024', 'September 6, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F2A27EC2-DCA1-46D8-B183-66757DCBA7E7,6
635,2770-vib,vibe-health-bar-folsom,Vibe Health Bar,4.2,$$,148,"['Juice Bars & Smoothies', 'Wraps', 'Sandwiches']",38.65481792010419,-121.1220064486062,"['2770 E Bidwell St', 'Ste 500', 'Folsom, CA 95630']",Folsom,95630,19169905367.0,"2770 E Bidwell St Ste 500  Folsom, CA 95630-6419","[['1b', '33'], ['1b', '7', '14a']]","['February 14, 2024', 'August 30, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=AA1478D4-257D-45EC-B428-3AFAEC64D9D4,5
636,2776-rub,rubios-coastal-grill-folsom,Rubio's Coastal Grill,3.1,$,171,"['Mexican', 'Seafood', 'Salad']",38.65472820828575,-121.12160110054955,"['2776 E Bidwell St', 'Ste 100', 'Folsom, CA 95630']",Folsom,95630,19169830645.0,"2776 E Bidwell St Ste 100  Folsom, CA 95630-6421","[['1c', '7', '13', '14b']]","['August 30, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=16C62C86-FE12-4D6C-B4DA-A3A90AAB9F84,4
637,2782-pan,panaderia-los-arcos-sacramento-2,Panaderia Los Arcos,4.5,$,118,"['Bakeries', 'Tacos', 'Breakfast & Brunch']",38.524564,-121.4777614,"['2782 Fruitridge Rd', 'Sacramento, CA 95820']",Sacramento,95820,19163890223.0,"2782 Fruitridge Rd  Sacramento, CA 95820-6302","[['7', '14a', '21', '30a', '35', '38', '44d', '49'], ['1b', '4', '7', '30a', '32a', '33', '35']]","['January 23, 2024', 'May 16, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=864C09E0-51AF-4F13-B17A-C94A57A9A8D9,15
638,2784-cia,cia-di-gelateria-folsom-2,Cia di Gelateria,4.9,$$,259,"['Gelato', 'Desserts']",38.656119,-121.119986,"['2784 E Bidwell St', 'Ste 100', 'Folsom, CA 95630']",Folsom,95630,19168171430.0,"2784 E Bidwell St Ste 100  Folsom, CA 95630-6425",[[]],"['November 16, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=EB5067B7-FB63-4889-96C3-2029A2F6F632,0
639,2784-fis,fishology-poke-bar-folsom-2,Fishology Poke Bar,4.3,$$,388,"['Poke', 'Sushi Bars', 'Japanese']",38.656234,-121.120007,"['2784 E Bidwell St', 'Ste 400', 'Folsom, CA 95630']",Folsom,95630,19165871899.0,"2784 E Bidwell St Ste 400  Folsom, CA 95630-6426","[['7'], ['7']]","['January 8, 2024', 'August 31, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=199411ED-60EA-417A-BC72-B0FA659F4148,2
640,2790-cvs,cvs-pharmacy-folsom-3,CVS Pharmacy,2.3,$,55,"['Drugstores', 'Pharmacy', 'Convenience Stores']",38.655981,-121.11957,"['2790 East Bidwell Street', 'Folsom, CA 95630']",Folsom,95630,19169838774.0,"2790 E Bidwell St  Folsom, CA 95630-6414","[['13', '49']]","['December 18, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=6978E313-E250-4775-B8A1-3F93BFDAB122,2
641,2791-alo,aloha-sushi-folsom,Aloha Sushi,4.1,$$,498,['Sushi Bars'],38.653264,-121.1234803353,"['2791 E Bidwell St', 'Ste 700', 'Folsom, CA 95630']",Folsom,95630,19169843777.0,"2791 E Bidwell St Ste 700  Folsom, CA 95630-6411","[['6', '21', '30a', '33', '35', '45'], ['1c', '7']]","['January 22, 2024', 'August 28, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8EE88336-3EAB-4C1E-B820-B7A9E17638BF,8
642,2791-bob,bober-tea-and-coffee-folsom-2,Bober Tea & Coffee,4.4,$$,158,"['Bubble Tea', 'Coffee & Tea']",38.65351,-121.12279,"['2791 E Bidwell St', 'Folsom, CA 95630']",Folsom,95630,19165101821.0,"2791 E Bidwell St Ste 600  Folsom, CA 95630-6411","[[], []]","['January 29, 2024', 'September 20, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=DBBD101D-9022-420E-86C5-997274FD79FD,0
643,2791-col,cold-stone-creamery-folsom-2,Cold Stone Creamery,3.4,$,75,"['Ice Cream & Frozen Yogurt', 'Custom Cakes', 'Cupcakes']",38.653163,-121.123356,"['2791 E Bidwell St', 'Ste 1000', 'Folsom, CA 95630']",Folsom,95630,19168172776.0,"2791 E Bidwell St Ste 1000  Folsom, CA 95630-6412",[['7']],"['December 5, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=C57E13AA-E0C7-4669-8941-25D877FCA9B5,1
644,2791-fal,falafel-corner-folsom-5,Falafel Corner,4.4,$$,71,"['Fast Food', 'Mediterranean', 'Greek']",38.65351,-121.12279,"['2791 E Bidwell St', 'Folsom, CA 95630']",Folsom,95630,19162928737.0,"2791 E Bidwell St Ste 900  Folsom, CA 95630-6412","[['21', '36', '41'], ['7', '33', '42']]","['March 4, 2024', 'April 6, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F5C1726C-27E8-4E84-ABE0-CB041EC64DA6,6
645,2791-tto,ttobongee-chicken-folsom-folsom,Ttobongee Chicken -  Folsom,4.2,$$,123,"['Korean', 'Chicken Wings']",38.65351,-121.12279,"['2791 E Bidwell St', 'Unit 1100', 'Folsom, CA 95630']",Folsom,95630,19163589552.0,"2791 E Bidwell St Ste 1100  Folsom, CA 95630-6412",[[]],"['February 27, 2024']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=24920E27-0538-4D82-8FEB-3CB80EE09F02,0
646,2793-jam,jamba-folsom-14,Jamba,3.3,$,52,['Juice Bars & Smoothies'],38.652720059702986,-121.12365395493909,"['2793 E Bidwell St', 'Ste 300', 'Folsom, CA 95630']",Folsom,95630,19168172348.0,"2793 E Bidwell St  Folsom, CA 95630-6484","[['14b', '40', '49']]","['November 8, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A3AD90E8-780B-463C-AF69-77FF37AB390A,3
647,2793-not,nothing-bundt-cakes-folsom,Nothing Bundt Cakes,4.4,$$,93,"['Bakeries', 'Desserts', 'Cupcakes']",38.652766,-121.123586,"['2793 E Bidwell St', 'Ste 200', 'Folsom, CA 95630']",Folsom,95630,19169844383.0,"2793 E Bidwell St Ste 200  Folsom, CA 95630-6484","[['1b', '6']]","['October 2, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=35625757-2036-4005-9396-C36B7473BE41,2
648,2795-car,carls-jr-sacramento-16,Carl's Jr,2.2,$,49,"['Fast Food', 'Burgers', 'Breakfast & Brunch']",38.6156346,-121.40195209933,"['2795 Fulton Ave', 'Sacramento, CA 95821']",Sacramento,95821,19164862894.0,"2795 Fulton Ave  Sacramento, CA 95821-5101","[['6', '21', '35', '38', '41', '45']]","['August 28, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=541A211F-E908-4DA0-88BB-D26C9A1B753C,6
649,280-bar,barnes-and-noble-folsom,Barnes & Noble,4.0,$$,99,"['Coffee & Tea', 'Bookstores', 'Toy Stores']",38.649220629987305,-121.1187300070627,"['280 Palladio Dr', 'Folsom, CA 95630']",Folsom,95630,19169844428.0,"280 Palladio Pkwy Ste 913  Folsom, CA 95630-8777","[[], []]","['January 31, 2024', 'October 3, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=69DB21B5-14E0-407E-A51B-34C5F518CD9E,0
650,280-dev,devil-and-angel-desserts-folsom-2,Devil & Angel Desserts,4.6,$$,53,"['Ice Cream & Frozen Yogurt', 'Bubble Tea', 'Donuts']",38.648971,-121.118724,"['280 Palladio Pkwy', 'Ste 929', 'Folsom, CA 95630']",Folsom,95630,19168171811.0,"280 Palladio Pkwy Ste 929  Folsom, CA 95630-8777","[['1c', '14a', '49']]","['December 13, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=36725F6C-94F8-47D3-8EF2-8D5E3B1DBD1A,3
651,280-fuk,fukumi-ramen-x-momo-katsu-folsom-folsom,Fukumi Ramen x Momo Katsu - Folsom,4.2,$$,159,['Ramen'],38.648971,-121.118724,"['280 Palladio Pkwy', 'Ste 937', 'Folsom, CA 95630']",Folsom,95630,18554777894.0,"280 Palladio Pkwy Ste 937  Folsom, CA 95630-8777","[['7', '29'], ['14a']]","['February 29, 2024', 'November 13, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D2C6ABEE-A4A7-43A3-8CBA-BDB4A6D8149E,3
652,280-pin,pinkberry-folsom,Pinkberry,3.9,$,125,['Ice Cream & Frozen Yogurt'],38.648983,-121.11871,"['280 Palladio Pkwy', 'Ste 933', 'Folsom, CA 95630']",Folsom,95630,19169833550.0,"280 Palladio Pkwy Ste 933  Folsom, CA 95630-8777","[['6', '49']]","['December 13, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F81BCA93-843A-4B94-86C8-7E6C7548012D,2
