,key,alias,name,review_count,categories,display_address,addy_one,addy_two,addy_three,city,zip_code,phone
273,2310-elg,el-gallo-sacramento,El Gallo,11,['Mexican'],"['2310 Fair Oaks Blvd', 'Sacramento, CA 95825']",2310 Fair Oaks Blvd,,,Sacramento,95825,
274,2326-the,the-golden-bear-sacramento,The Golden Bear,716,"['Bars', 'American', 'Sandwiches']","['2326 K St', 'Sacramento, CA 95816']",2326 K St,,,Sacramento,95816,+19164412242
275,2901-dai,daisys-desserts-sacramento,Daisys Desserts,19,"['Food Trucks', 'Desserts']","['2901 59th St', 'Sacramento, CA 95817']",2901 59th St,,,Sacramento,95817,+19162773890
276,2319-mot,mother-sacramento-2,Mother,844,"['New American', 'Comfort Food', 'Fruits & Veggies']","['2319 K St', 'Sacramento, CA 95816']",2319 K St,,,Sacramento,95816,
277,2322-piz,pizzasaurus-rex-sacramento-2,Pizzasaurus Rex,492,"['Pizza', 'Beer, Wine & Spirits']","['2322 K St', 'Sacramento, CA 95816']",2322 K St,,,Sacramento,95816,+19164765712
278,2315-the,the-flamingo-house-sacramento,The Flamingo House,394,"['Bars', 'New American']","['2315 K St', 'Sacramento, CA 95816']",2315 K St,,,Sacramento,95816,+19164097500
279,1650-kai,kaiser-permanente-cafeteria-sacramento,Kaiser Permanente Cafeteria,9,['Cafeteria'],"['1650 Response Rd', 'Sacramento, CA 95815']",1650 Response Rd,,,Sacramento,95815,+14107607195
280,1600-cos,costco-food-court-sacramento,Costco Food Court,73,['Food Court'],"['1600 Expo Pkwy', 'Sacramento, CA 95815']",1600 Expo Pkwy,,,Sacramento,95815,+19165637024
281,1600-sta,starbucks-sacramento-174,Starbucks,59,['Coffee & Tea'],"['1600 Challenge Way', 'Sacramento, CA 95815']",1600 Challenge Way,,,Sacramento,95815,+19169245950
282,2301-mid,midtown-bakery-sacramento,Midtown Bakery,52,"['Bakeries', 'Desserts', 'Patisserie/Cake Shop']","['2301 J St', 'Blue Door on 23rd St', 'Sacramento, CA 95816']",2301 J St,,,Sacramento,95816,+19163454025
283,556-wil,wildwood-kitchen-and-bar-sacramento,Wildwood Kitchen & Bar,729,"['New American', 'Bars']","['556 Pavilions Ln', 'Sacramento, CA 95825']",556 Pavilions Ln,,,Sacramento,95825,+19169222858
284,2326-our,our-family-bbq-and-pie-take-and-bake-sacramento-2,Our Family BBQ And Pie Take & Bake,155,['Barbeque'],"['2326 Fair Oaks Blvd', 'Ste J', 'Sacramento, CA 95825']",2326 Fair Oaks Blvd,,,Sacramento,95825,+19163333397
285,5791-7el,7-eleven-sacramento,7-Eleven,38,"['Gas Stations', 'Convenience Stores', 'Coffee & Tea']","['5791 Broadway', 'Sacramento, CA 95820']",5791 Broadway,,,Sacramento,95820,+19164559988
286,5701-mez,mezcal-grill-sacramento-3,Mezcal Grill,322,['Mexican'],"['5701 Broadway', 'Ste C', 'Sacramento, CA 95820']",5701 Broadway,,,Sacramento,95820,+19166198766
287,2301-bur,burger-patch-midtown-sacramento-sacramento,Burger Patch - Midtown Sacramento,895,"['Burgers', 'Vegan', 'Breakfast & Brunch']","['2301 K St', 'Sacramento, CA 95816']",2301 K St,,,Sacramento,95816,+19167504200
288,2320-mcd,mcdonalds-sacramento-33,McDonald's,81,"['Fast Food', 'Burgers', 'Coffee & Tea']","['2320 Fair Oaks Blvd', 'Sacramento, CA 95825']",2320 Fair Oaks Blvd,,,Sacramento,95825,+19169216013
289,4-the,the-old-california-state-fair-sacramento,The Old California State Fair,1,['Landmarks & Historical Buildings'],"['Stockton Blvd & 4th Ave', 'Sacramento, CA 95817']",Stockton Blvd & 4th Ave,,,Sacramento,95817,
290,1229-fir,fire-wings-howe-sacramento,Fire Wings - Howe,478,"['Chicken Wings', 'Poke', 'Beer Bar']","['1229 Howe Ave', 'Ste B', 'Sacramento, CA 95825']",1229 Howe Ave,,,Sacramento,95825,+19166049464
291,1229-par,paris-baguette-sacramento,Paris Baguette,696,"['Bakeries', 'Coffee & Tea', 'Patisserie/Cake Shop']","['1229 Howe Ave', 'Sacramento, CA 95825']",1229 Howe Ave,,,Sacramento,95825,+19169255006
292,1229-sou,sourdough-and-co-sacramento-35,Sourdough & Co,309,"['Salad', 'Soup', 'Sandwiches']","['1229 Howe Ave', 'Sacramento, CA 95825']",1229 Howe Ave,,,Sacramento,95825,+19168233600
293,5913-bac,bacon-and-butter-sacramento-4,Bacon & Butter,4276,"['Breakfast & Brunch', 'New American']","['5913 Broadway', 'Sacramento, CA 95820']",5913 Broadway,,,Sacramento,95820,+19163464445
294,1140-bad,bad-bakers-expo-sacramento-3,BAD Bakers - Expo,121,"['Donuts', 'Desserts', 'Bakeries']","['1140 Exposition Blvd', 'Ste 600', 'Sacramento, CA 95815']",1140 Exposition Blvd,,,Sacramento,95815,+19165712118
295,1140-win,wing-mahal-sacramento-4,Wing Mahal,88,"['Chicken Wings', 'Indian', 'Halal']","['1140 Exposition Blvd', 'Unit 200', 'Sacramento, CA 95815']",1140 Exposition Blvd,,,Sacramento,95815,+19169842000
296,2420-sea,seasons-coffee-sacramento,Seasons Coffee,92,['Coffee & Tea'],"['2420 N St', 'Ste 105', 'Sacramento, CA 95816']",2420 N St,,,Sacramento,95816,
297,1140-sub,subway-sacramento-167,Subway,61,"['Sandwiches', 'Fast Food']","['1140 Exposition Blvd', 'Ste 500', 'Sacramento, CA 95815']",1140 Exposition Blvd,,,Sacramento,95815,+19169252747
298,2331-ame,american-market-and-deli-sacramento,American Market And Deli,15,"['Delis', 'Grocery']","['2331 N St', 'Sacramento, CA 95816']",2331 N St,,,Sacramento,95816,
299,1249-buc,buca-di-beppo-italian-restaurant-sacramento-3,Buca di Beppo Italian Restaurant,1355,['Italian'],"['1249 Howe Ave', 'Sacramento, CA 95825']",1249 Howe Ave,,,Sacramento,95825,+19169226673
300,1249-guy,guy-fieris-flavortown-kitchen-sacramento-2,Guy Fieri's Flavortown Kitchen,10,"['Food Delivery Services', 'Burgers', 'Chicken Wings']","['1249 Howe Ave', 'Sacramento, CA 95825']",1249 Howe Ave,,,Sacramento,95825,+18883953942
301,1249-nas,nascar-refuel-sacramento,NASCAR Wings,1,"['Food Delivery Services', 'Burgers', 'Hot Dogs']","['1249 Howe Ave', 'Sacramento, CA 95825']",1249 Howe Ave,,,Sacramento,95825,+18884956104
302,1249-foo,foodgod-truffle-fries-sacramento,Foodgod Truffle Fries,1,"['New American', 'Food Delivery Services', 'American']","['1249 Howe Avenue', 'Sacramento, CA 95825']",1249 Howe Avenue,,,Sacramento,95825,
303,1249-par,pardon-my-cheesesteak-sacramento,Pardon My Cheesesteak,1,"['Food Delivery Services', 'Cheesesteaks']","['1249 Howe Ave', 'Sacramento, CA 95825']",1249 Howe Ave,,,Sacramento,95825,+18884440934
304,1140-sta,starbucks-sacramento-28,Starbucks,132,['Coffee & Tea'],"['1140 Exposition Blvd', 'Ste 100', 'Sacramento, CA 95815']",1140 Exposition Blvd,,,Sacramento,95815,+19169255693
305,5780-mom,momos-meat-market-sacramento-2,MoMo's Meat Market,1019,['Barbeque'],"['5780 Broadway', 'Sacramento, CA 95820']",5780 Broadway,,,Sacramento,95820,+19164520202
306,1212-elp,el-pollo-loco-sacramento-15,El Pollo Loco,184,"['Mexican', 'Fast Food', 'Chicken Shop']","['1212 Howe Ave', 'Sacramento, CA 95825']",1212 Howe Ave,,,Sacramento,95825,+19169272240
307,6507-sta,starbucks-sacramento-127,Starbucks,15,['Coffee & Tea'],"['6507 4th Ave', 'Target', 'Sacramento, CA 95817']",6507 4th Ave,Target,Target,Sacramento,95817,+19165033678
308,2220-the,the-trade-coffee-and-coworking-sacramento,The Trade Coffee & Coworking,177,['Coffee & Tea'],"['2220 K St', 'Sacramento, CA 95816']",2220 K St,,,Sacramento,95816,+19165386878
309,4605-oba,oba-kitchen-sacramento,OBA Kitchen,333,"['Poke', 'Japanese', 'Sushi Bars']","['4605 Broadway', 'Sacramento, CA 95820']",4605 Broadway,,,Sacramento,95820,+19167370288
310,1234-dut,dutch-bros-coffee-sacramento-7,Dutch Bros Coffee,61,"['Juice Bars & Smoothies', 'Coffee & Tea']","['1234 Howe Ave', 'Sacramento, CA 95825']",1234 Howe Ave,,,Sacramento,95825,+15419554700
311,1301-7el,7-eleven-sacramento-25,7-Eleven,18,"['Convenience Stores', 'Coffee & Tea']","['1301 Howe Ave', 'Sacramento, CA 95825']",1301 Howe Ave,,,Sacramento,95825,+19166465548
312,1600-roc,rock-and-brews-cal-expo-sacramento,Rock & Brews - Cal Expo,581,"['Burgers', 'Beer Bar', 'New American']","['1600 Exposition Blvd', 'Sacramento, CA 95815']",1600 Exposition Blvd,,,Sacramento,95815,+19162778869
313,2339-mik,mikuni-japanese-restaurant-and-sushi-bar-sacramento-3,Mikuni Japanese Restaurant & Sushi Bar,1058,"['Sushi Bars', 'Japanese', 'Seafood']","['2339 Fair Oaks Blvd', 'Ste A', 'Sacramento, CA 95825']",2339 Fair Oaks Blvd,,,Sacramento,95825,+19165642114
314,2339-men,mendocino-farms-sacramento-6,Mendocino Farms,28,"['Sandwiches', 'Salad']","['2339 Fair Oaks Blvd', 'Sacramento, CA 95825']",2339 Fair Oaks Blvd,,,Sacramento,95825,+19162628070
315,4601-jac,jack-in-the-box-sacramento-24,Jack in the Box,78,"['Burgers', 'Fast Food', 'Tacos']","['4601 Broadway', 'Sacramento, CA 95820']",4601 Broadway,,,Sacramento,95820,+19164558690
316,1300-tac,taco-bell-sacramento-33,Taco Bell,154,"['Fast Food', 'Mexican']","['1300 Howe Ave', 'Sacramento, CA 95825']",1300 Howe Ave,,,Sacramento,95825,+19168831246
317,2338-mak,makisu-sushi-sacramento-7,Makisu Sushi,533,"['Sushi Bars', 'Japanese']","['2338 Fair Oaks Blvd', 'Sacramento, CA 95825']",2338 Fair Oaks Blvd,,,Sacramento,95825,+19169936620
318,2200-tem,temple-coffee-roasters-sacramento-4,Temple Coffee Roasters,538,"['Coffee & Tea', 'Coffee Roasteries', 'Customized Merchandise']","['2200 K St', 'Sacramento, CA 95816']",2200 K St,,,Sacramento,95816,+19166627625
319,205-gra,grant-park-sacramento,Grant Park,6,['Parks'],"['205 21st St', 'Sacramento, CA 95816']",205 21st St,,,Sacramento,95816,
320,2131-oto,o-toro-midtown-sacramento-2,O-Toro Midtown,440,"['Sushi Bars', 'Noodles', 'Ramen']","['2131 J St', 'Sacramento, CA 95816']",2131 J St,,,Sacramento,95816,+19166615129
321,4401-ran,rancho-san-miguel-markets-sacramento,Rancho San Miguel Markets,45,"['Bakeries', 'Grocery', 'Mexican']","['4401 Broadway', 'Sacramento, CA 95817']",4401 Broadway,,,Sacramento,95817,+19164551291
322,2115-kas,kasbah-sacramento-2,Kasbah,654,"['Mediterranean', 'Middle Eastern']","['2115 J St', 'Ste 101', 'Sacramento, CA 95816']",2115 J St,,,Sacramento,95816,+19164424388
323,2115-tap,tapa-the-world-sacramento,Tapa the World,1206,"['Spanish', 'Wine Bars', 'Tapas/Small Plates']","['2115 J St', 'Sacramento, CA 95816']",2115 J St,,,Sacramento,95816,+19164424353
324,1114-the,the-jacquelyn-sacramento,The Jacquelyn,2,"['Bars', 'Social Clubs', 'Mediterranean']","['1114 22nd St', 'Sacramento, CA 95816']",1114 22nd St,,,Sacramento,95816,+19165622493
325,1310-bur,burgess-brothers-barbeque-and-burgers-sacramento-4,Burgess Brothers' Barbeque & Burgers,7,"['Food Trucks', 'Barbeque', 'Burgers']","['1310 Howe Ave', 'Sacramento, CA 95825']",1310 Howe Ave,,,Sacramento,95825,+19165949847
326,1310-twi,twins-halal-restaurant-sacramento,Twins Halal Restaurant,1,"['Mediterranean', 'Halal']","['1310 Howe Ave', 'Ste D', 'Sacramento, CA 95825']",1310 Howe Ave,,,Sacramento,95825,+12793217108
327,1310-pri,priya-indian-cuisine-sacramento,Priya Indian Cuisine,32,['Indian'],"['1310 Howe Ave', 'Ste D', 'Sacramento, CA 95825']",1310 Howe Ave,,,Sacramento,95825,+19167132940
328,1322-the,the-meltdown-sacramento-3,The Meltdown,1,"['Food Delivery Services', 'Sandwiches']","['1322 Howe Ave', 'Sacramento, CA 95825']",1322 Howe Ave,,,Sacramento,95825,+19169246755
329,1322-den,dennys-sacramento-15,Denny's,295,"['Diners', 'American', 'Breakfast & Brunch']","['1322 Howe Ave', 'Sacramento, CA 95825']",1322 Howe Ave,,,Sacramento,95825,+19169246755
330,3022-dar,darbar-sacramento,Darbar,134,"['Indian', 'Halal']","['3022 Stockton Blvd', 'Sacramento, CA 95820']",3022 Stockton Blvd,,,Sacramento,95820,+19164003207
331,1250-sub,subway-sacramento-178,Subway,32,"['Sandwiches', 'Fast Food']","['1250 Howe Ave', 'Ste 12B', 'Sacramento, CA 95825']",1250 Howe Ave,,,Sacramento,95825,+19169251088
332,1407-osu,o-sushi-house-sacramento,O Sushi House,1,['Sushi Bars'],"['1407 Howe Ave', 'Sacramento, CA 95825']",1407 Howe Ave,,,Sacramento,95825,+19165640900
333,2992-win,wingstop-sacramento-5,Wingstop,336,['Chicken Wings'],"['2992 65th St', 'Ste 400', 'Sacramento, CA 95817']",2992 65th St,,,Sacramento,95817,+19164557266
334,2376-ett,ettores-bakery-and-cafe-sacramento,Ettore's Bakery & Cafe,1946,"['Bakeries', 'New American', 'Cafes']","['2376 Fair Oaks Blvd', 'Sacramento, CA 95825']",2376 Fair Oaks Blvd,,,Sacramento,95825,+19164820708
335,2028-mox,moxie-sacramento,Moxie,582,"['New American', 'Wine Bars', 'Seafood']","['2028 H St', 'Sacramento, CA 95811']",2028 H St,,,Sacramento,95811,+19164437585
336,812-old,old-soul-at-the-weatherstone-sacramento-3,Old Soul at The Weatherstone,722,"['Coffee & Tea', 'Sandwiches', 'Beer Bar']","['812 21st St', 'Sacramento, CA 95811']",812 21st St,,,Sacramento,95811,+19164436340
337,2992-kan,kansai-ramen-and-sushi-house-sacramento,Kansai Ramen & Sushi House,673,"['Sushi Bars', 'Ramen']","['2992 65th St', 'Ste 288', 'Sacramento, CA 95817']",2992 65th St,,,Sacramento,95817,+19164550288
338,1555-the,the-sandwich-spot-sacramento-20,The Sandwich Spot,251,"['Sandwiches', 'Cafes', 'Delis']","['1555 River Park Dr', 'Ste 100 A', 'Sacramento, CA 95815']",1555 River Park Dr,,,Sacramento,95815,+19164184870
339,1690-chu,chuck-e-cheese-sacramento,Chuck E. Cheese,126,"['Pizza', 'Arcades', 'Kids Activities']","['1690-96 Arden Way', 'Sacramento, CA 95815']",1690-96 Arden Way,,,Sacramento,95815,+19169209181
340,1600-18g,18-grams-coffee-roasters-sacramento,18 Grams Coffee Roasters,386,"['Coffee & Tea', 'Coffee Roasteries', 'Breakfast & Brunch']","['1600 Ethan Way', 'Ste 30', 'Sacramento, CA 95825']",1600 Ethan Way,,,Sacramento,95825,+19165712639
341,1780-oli,olive-garden-italian-restaurant-sacramento-4,Olive Garden Italian Restaurant,812,"['Italian', 'Salad', 'Soup']","['1780 Challenge Way', 'Sacramento, CA 95815']",1780 Challenge Way,,,Sacramento,95815,+19166498305
342,1600-bon,bonchon-sacramento-3,Bonchon,260,"['Chicken Shop', 'Asian Fusion', 'Korean']","['1600 Ethan Way', 'Ste 40', 'Sacramento, CA 95825']",1600 Ethan Way,,,Sacramento,95825,+19163332383
343,2384-zin,zinfandel-grille-sacramento-2,Zinfandel Grille,861,"['New American', 'Italian']","['2384 Fair Oaks Blvd', 'Sacramento, CA 95825']",2384 Fair Oaks Blvd,,,Sacramento,95825,+19164857100
344,1111-the,the-morning-fork-sacramento,The Morning Fork,1144,"['Breakfast & Brunch', 'New American', 'Diners']","['1111 21st St', 'Sacramento, CA 95811']",1111 21st St,,,Sacramento,95811,+19164766765
345,2384-uye,uye-terry-k-s-hijinx-pokemon-tourney-sacramento,UYE | Terry K’s Hijinx Pokemon Tourney,4,['Unofficial Yelp Events'],"['2384 Fair Oaks Blvd', 'Sacramento, CA 95825']",2384 Fair Oaks Blvd,,,Sacramento,95825,
346,1340-out,outback-steakhouse-sacramento,Outback Steakhouse,438,['Steakhouses'],"['1340 Howe Ave', 'Sacramento, CA 95825']",1340 Howe Ave,,,Sacramento,95825,+19169270806
347,1115-wor,world-famous-hotboys-sacramento,World Famous Hotboys,585,"['American', 'Chicken Shop', 'Halal']","['1115 21st St', 'Sacramento, CA 95811']",1115 21st St,,,Sacramento,95811,+19164699139
348,1600-ahi,ahipoki-sacramento,AhiPoki,202,"['Poke', 'Hawaiian']","['1600 Ethan Way', 'Ste 50', 'Sacramento, CA 95825']",1600 Ethan Way,,,Sacramento,95825,+19166966751
349,1119-bbq,bbq-and-burgers-midtown-sacramento,BBQ & Burgers Midtown,6,"['Burgers', 'Chicken Wings', 'Barbeque']","['1119 21st St', 'Sacramento, CA 95811']",1119 21st St,,,Sacramento,95811,+19164447914
350,2029-sub,subway-sacramento-13,Subway,65,"['Sandwiches', 'Fast Food']","['2029 J St', 'Sacramento, CA 95814']",2029 J St,,,Sacramento,95814,+19164483030
351,1600-rāw,rāw-superfood-café-sacramento,RĀW Superfood Café,16,"['Juice Bars & Smoothies', 'Acai Bowls', 'Vegan']","['1600 Ethan Way', 'Ste 60', 'Sacramento, CA 95825']",1600 Ethan Way,,,Sacramento,95825,+19162377054
352,1119-pre,press-club-sacramento,Press Club,196,"['Dive Bars', 'Music Venues']","['1119 21st St', 'Sacramento, CA 95814']",1119 21st St,,,Sacramento,95814,+19164447914
353,3119-dom,dominos-pizza-sacramento-7,Domino's Pizza,118,"['Pizza', 'Chicken Wings', 'Sandwiches']","['3119 Broadway', 'Sacramento, CA 95817']",3119 Broadway,,,Sacramento,95817,+19165043030
354,3116-hal,halal-shop-sacramento-2,Halal Shop,3,"['Vegetarian', 'Halal', 'Falafel']","['3116 Stockton Blvd', 'Sacramento, CA 95820']",3116 Stockton Blvd,,,Sacramento,95820,+19169143365
355,1785-cap,captain-crab-sacramento-3,Captain Crab,463,"['Seafood', 'New American', 'Cajun/Creole']","['1785 Challenge Way', 'Sacramento, CA 95815']",1785 Challenge Way,,,Sacramento,95815,+19165501626
356,1119-mid,midtown-barfly-sacramento,Midtown Barfly,60,"['Dance Clubs', 'Music Venues', 'Bars']","['1119 21st St', 'Sacramento, CA 95816']",1119 21st St,,,Sacramento,95816,+19163410277
357,6490-tha,thai-street-bistro-sacramento,Thai Street Bistro,103,['Thai'],"['6490 Broadway', 'Sacramento, CA 95820']",6490 Broadway,,,Sacramento,95820,+19169697825
358,1431-the,the-habit-burger-grill-sacramento,The Habit Burger Grill,563,"['Burgers', 'Sandwiches', 'Salad']","['1431 Howe Ave', 'Ste 300', 'Sacramento, CA 95825']",1431 Howe Ave,,,Sacramento,95825,+19169272604
359,1400-red,red-lobster-sacramento,Red Lobster,662,"['Seafood', 'American']","['1400 Howe Ave', 'Sacramento, CA 95825']",1400 Howe Ave,,,Sacramento,95825,+19169216011
360,1431-ici,icicles-sacramento-2,ICICLES,348,"['Ice Cream & Frozen Yogurt', 'Bubble Tea']","['1431 Howe Ave', 'Ste 200', 'Sacramento, CA 95825']",1431 Howe Ave,,,Sacramento,95825,
361,2350-swa,swanston-park-sacramento,Swanston Park,34,['Parks'],"['2350 Northrop Ave', 'Sacramento, CA 95825']",2350 Northrop Ave,,,Sacramento,95825,+19163336464
362,1207-the,the-cabin-sacramento,The Cabin,212,['Cocktail Bars'],"['1207 21st St', 'Sacramento, CA 95811']",1207 21st St,,,Sacramento,95811,+19164765760
363,6498-tac,tacos-65-sacramento,Tacos 65,102,['Tacos'],"['6498 Broadway', 'Sacramento, CA 95820']",6498 Broadway,,,Sacramento,95820,+19167391671
364,6494-dan,danes-bakery-sacramento,Dane's Bakery,29,['Bakeries'],"['6494 Broadway', 'Sacramento, CA 95820']",6494 Broadway,,,Sacramento,95820,+19167361896
365,1900-uni,university-park-sacramento,University Park,1,['Parks'],"['1900 University Ave', 'Sacramento, CA 95825']",1900 University Ave,,,Sacramento,95825,
366,1431-pan,panda-express-sacramento-8,Panda Express,97,"['Chinese', 'Fast Food']","['1431 Howe Ave.   Suite #100', 'Sacramento, CA 95825']",1431 Howe Ave.   Suite #100,,,Sacramento,95825,+19165641349
367,3413-sli,slim-and-huskys-pizza-beeria-sacramento,Slim & Husky's Pizza Beeria,380,"['Pizza', 'Salad', 'Desserts']","['3413 Broadway', 'Sacramento, CA 95817']",3413 Broadway,,,Sacramento,95817,+19163473678
368,3200-cla,classy-hippie-tea-co-sacramento-5,Classy Hippie,115,['Coffee & Tea'],"['3200 Broadway', 'Sacramento, CA 95817']",3200 Broadway,,,Sacramento,95817,+19164389780
369,1217-kup,kupros-craft-house-sacramento-3,Kupros Craft House,944,"['New American', 'Bars']","['1217 21st St', 'Sacramento, CA 95811']",1217 21st St,,,Sacramento,95811,+19164400401
370,1830-bla,black-bear-diner-sacramento-arden-way-sacramento-3,Black Bear Diner - Sacramento - Arden Way,546,"['Diners', 'Breakfast & Brunch', 'American']","['1830 Arden Way', 'Sacramento, CA 95815']",1830 Arden Way,,,Sacramento,95815,+19169251345
371,3417-far,faria-bakery-sacramento,Faria Bakery,418,"['Bakeries', 'Coffee & Tea', 'Sandwiches']","['3417 Broadway', 'Sacramento, CA 95817']",3417 Broadway,,,Sacramento,95817,+19162048726
372,1600-sma,smashburger-sacramento-4,Smashburger,78,"['Burgers', 'Chicken Wings', 'American']","['1600 Ethan Way', 'Ste 80', 'Sacramento, CA 95825']",1600 Ethan Way,,,Sacramento,95825,+19169991660
373,1600-kur,kura-revolving-sushi-bar-sacramento-4,Kura Revolving Sushi Bar,990,"['Sushi Bars', 'Conveyor Belt Sushi']","['1600 Ethan Way', 'Ste 10', 'Sacramento, CA 95825']",1600 Ethan Way,,,Sacramento,95825,+19169008100
374,1600-gas,gaspachos-2-0-arden-arcade,Gaspachos 2.0,118,['Mexican'],"['1600 Ethan Way', 'Ste 70', 'Arden-Arcade, CA 95825']",1600 Ethan Way,,,Arden-Arcade,95825,+19166007171
375,3501-lav,la-venadita-sacramento,La Venadita,390,"['Mexican', 'Breakfast & Brunch', 'Cocktail Bars']","['3501 3rd Ave', 'Sacramento, CA 95817']",3501 3rd Ave,,,Sacramento,95817,+19164004676
376,1441-hal,halal-pizza-palace-sacramento,Halal Pizza Palace,3,"['Halal', 'Pizza', 'Salad']","['1441 Howe Ave', 'Sacramento, CA 95825']",1441 Howe Ave,,,Sacramento,95825,+19167098289
377,1441-piz,pizza-twist-sacramento,Pizza Twist,107,"['Pizza', 'Indian']","['1441 Howe Ave', 'Ste 200', 'Sacramento, CA 95825']",1441 Howe Ave,,,Sacramento,95825,+19169055353
378,911-sac,sacramento-rock-and-radio-museum-sacramento,Sacramento Rock and Radio Museum,2,['Museums'],"['911 20th St', 'Sacramento, CA 95811']",911 20th St,,,Sacramento,95811,
379,1309-pie,pieces-pizza-by-the-slice-sacramento,Pieces Pizza by the Slice,806,['Pizza'],"['1309 21st St', 'Sacramento, CA 95814']",1309 21st St,,,Sacramento,95814,+19164411949
380,919-pac,pachamama-coffee-sacramento-3,Pachamama Coffee,188,"['Coffee & Tea', 'Coffee Roasteries']","['919 20th St', 'Sacramento, CA 95811']",919 20th St,,,Sacramento,95811,+15302047554
381,1315-bom,bombay-bar-and-grill-sacramento,Bombay Bar & Grill,1725,"['Indian', 'Bars']","['1315 21st St', 'Sacramento, CA 95811']",1315 21st St,,,Sacramento,95811,+19164417100
382,2007-sid,sidetrax-sacramento,Sidetrax,30,"['Dance Clubs', 'Gay Bars']","['2007 K St', 'Sacramento, CA 95811']",2007 K St,,,Sacramento,95811,+19164416823
383,3515-vib,vibe-health-bar-sacramento,Vibe Health Bar,330,"['Juice Bars & Smoothies', 'Wraps', 'Sandwiches']","['3515 Broadway', 'Sacramento, CA 95817']",3515 Broadway,,,Sacramento,95817,+19163829723
384,2007-ros,roscoes-bar-and-burgers-sacramento,Roscoe's Bar & Burgers,109,"['Burgers', 'Bars']","['2007 K St', 'Sacramento, CA 95811']",2007 K St,,,Sacramento,95811,+19168983631
385,2001-hop,hoptology-beer-lab-kitchen-sacramento,Hoptology Beer Lab + Kitchen,10,"['Beer Bar', 'Chicken Wings', 'Pizza']","['2001 J St', 'Sacramento, CA 95811']",2001 J St,,,Sacramento,95811,+19165947286
386,1701-uni,university-dog-park-sacramento,University Dog Park,41,['Dog Parks'],"['1701 University Ave', 'Sacramento, CA 95825']",1701 University Ave,,,Sacramento,95825,
387,3527-nak,naked-coffee-roasting-sacramento-2,Naked Coffee Roasting,43,"['Coffee & Tea', 'Coffee Roasteries']","['3527 Broadway', 'Sacramento, CA 95817']",3527 Broadway,,,Sacramento,95817,+19163464966
388,3406-the,the-butterscotch-den-sacramento-2,The Butterscotch Den,172,"['Steakhouses', 'Cocktail Bars']","['3406 Broadway', 'Sacramento, CA 95817']",3406 Broadway,,,Sacramento,95817,
389,2333-rou,round-corner-tavern-sacramento,Round Corner Tavern,155,['Dive Bars'],"['2333 S St', 'Sacramento, CA 95816']",2333 S St,,,Sacramento,95816,+19164514682
390,2001-twi,twigs-café-and-lounge-sacramento,Twigs Café & Lounge,30,"['Cafes', 'Lounges']","['2001 Point West Way', 'Sacramento, CA 95815']",2001 Point West Way,,,Sacramento,95815,+19169298855
391,2003-bad,badlands-sacramento,Badlands,273,"['Dance Clubs', 'Gay Bars', 'Breakfast & Brunch']","['2003 K St', 'Sacramento, CA 95811']",2003 K St,,,Sacramento,95811,+19164488790
392,3434-old,old-soul-40-acres-sacramento-3,Old Soul @ 40 Acres,679,"['Coffee & Tea', 'Sandwiches', 'Breakfast & Brunch']","['3434 Broadway', 'Sacramento, CA 95817']",3434 Broadway,,,Sacramento,95817,+19164538540
393,2108-vit,vitamin-dressing-sacramento,Vitamin Dressing,1,['Salad'],"['2108 N St', 'Sacramento, CA 95816']",2108 N St,,,Sacramento,95816,+15302069024
394,1600-myk,mykonos-gyros-sacramento-2,Mykonos Gyros,106,"['Mediterranean', 'Greek', 'Food Trucks']","['1600 Arden Way', 'Sacramento, CA 95815']",1600 Arden Way,,,Sacramento,95815,+19168370085
395,2001-the,the-depot-sacramento-2,The Depot,119,['Gay Bars'],"['2001 K St', 'Sacramento, CA 95814']",2001 K St,,,Sacramento,95814,+19164416823
396,3428-fix,fixins-soul-kitchen-sacramento-2,Fixins Soul Kitchen,2700,"['Soul Food', 'Breakfast & Brunch', 'Bars']","['3428 3rd Ave', 'Sacramento, CA 95817']",3428 3rd Ave,,,Sacramento,95817,+19169997685
397,1050-pee,peets-coffee-sacramento-11,Peet's Coffee,129,['Coffee & Tea'],"['1050 20th St', 'Ste 190', 'Sacramento, CA 95811']",1050 20th St,,,Sacramento,95811,+19162667660
398,1413-jal,jalapeños-sacramento-3,Jalapeños,487,['Mexican'],"['1413 21st St', 'Sacramento, CA 95811']",1413 21st St,,,Sacramento,95811,+19164920727
399,1415-zel,zeldas-original-gourmet-pizza-sacramento,Zelda's Original Gourmet Pizza,1046,"['Pizza', 'Cocktail Bars']","['1415 21st St', 'Sacramento, CA 95811']",1415 21st St,,,Sacramento,95811,+19164471400
400,2000-fac,faces-sacramento,Faces,467,"['Gay Bars', 'Karaoke', 'Dance Clubs']","['2000 K St', 'Sacramento, CA 95811']",2000 K St,,,Sacramento,95811,+19164487798
401,1050-kin,kin-thai-street-eatery-sacramento,Kin Thai Street Eatery,455,['Thai'],"['1050 20th St', 'Ste 180', 'Sacramento, CA 95811']",1050 20th St,,,Sacramento,95811,+19166198144
402,1696-mid,midnite-rodeo-sacramento-2,Midnite Rodeo,3,['Bars'],"['1696 Arden Way', 'Sacramento, CA 95815']",1696 Arden Way,,,Sacramento,95815,
