,name,address,health codes,date,url,key
1826,PHILZ COFFEE,"4680 Freeport Blvd Ste 120  Sacramento, CA 95822-2069","['21', '27', '36', '41', '44d']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=C36F7CCB-1968-4864-BF7B-3803A19980C7,4680-phi
1827,THE COCONUT ON T,"1108 T St  Sacramento, CA 95811-6504","['1c', '4', '11']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=7B1FEBEA-861A-40EA-8A15-4A429EC4FBCC,1108-the
1828,SOUTHSIDE MARKET,"601 T St  Sacramento, CA 95811-7026","['6', '13', '43']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F6803D7B-1D52-443B-A3BD-BB8BBC582BB8,601-sou
1829,ZINFANDEL CALIFORNIA CUISINE,"2220 Gold Springs Ct Ste 101  Gold River, CA 95670-4474","['1b', '1c', '6', '7', '41', '44e', '45']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=B8138D88-1B1A-46DA-89B8-E908007C58AD,2220-zin
1830,TEA COZY,"1021 R St  Sacramento, CA 95811-6519","['6', '14b']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=40666403-EEAD-4053-8CBE-EE07005C1C27,1021-tea
1831,DOS RIOS TAQUERIA,"6970 Sunrise Blvd  Citrus Heights, CA 95610-3144","['1c', '7', '26', '27', '36']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=5E463689-B85F-4383-9939-C36463A81FFB,6970-dos
1832,NEIGHBORHOOD GROCERY STORE,"402 12th St  Sacramento, CA 95814-1404",['27'],"January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=19F39890-128E-4E19-8857-1FA9630262CE,402-nei
1833,CRAWDAD'S RIVER CANTINA,"1375 Garden Hwy  Sacramento, CA 95833-9735","['6', '7', '21', '33', '38', '44e', '45', '47a']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A8EA80A5-8719-48DE-8945-58B104C8E6CB,1375-cra
1834,THE NEW YORKER DELI,"2495 Natomas Park Dr Ste 190  Sacramento, CA 95833-2939","['9', '38', '39']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=96B0B5B0-761D-4B19-8AC0-C2E07C5F3E61,2495-the
1835,BLANCHE SPRENTZ ELEMENTARY SCHOOL,"249 Flower Dr  Folsom, CA 95630-2746","['21', '42']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F8FA5FD7-3443-482E-88C9-B4ABDF6ECCC2,249-bla
1836,CARNICERIA ATOYAC MEAT MARKET,"6104 Watt Ave  North Highlands, CA 95660-4214","['6', '14a', '21', '30a', '33', '35', '36', '39', '40', '41', '45', '47c', '49']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=5C1FBA5B-3103-4AF7-8A62-D5123B6DCCF7,6104-car
1837,SACRAMENTO SIX,"9616 Oates Dr  Sacramento, CA 95827-1607","['21', '27', '39', '42']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2EE4F8A5-3CD9-46B3-B72F-0E3A8E0AEE2F,9616-sac
1838,QUE HUONG BILLIARDS,"5338 Thurman Way  Sacramento, CA 95824-3024","['1b', '44a']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=410E7CC0-9611-4289-B123-1419158378E4,5338-que
1839,LOWE'S HOME CENTERS #1087,"800 E Bidwell St  Folsom, CA 95630-3350",['47b'],"January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=30D2DD52-ABAA-44A8-989E-A572A5F068EA,800-low
1840,SPEEDWAY #3043,"7550 Watt Ave  North Highlands, CA 95660-2609","['42', '45', '49']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F6330976-2A56-4ED3-A4A5-C7ADBAA661E8,7550-spe
1841,VIRGIN STURGEON,"1577 Garden Hwy  Sacramento, CA 95833-9804","['9', '35', '36']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=763723E0-9100-42A9-8661-227786382446,1577-vir
1842,BOBER TEA,"1801 L St Ste 80  Sacramento, CA 95811-4170","['6', '44d']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=08A76459-D9B0-4F9F-89AC-6DAEC4D2FE29,1801-bob
1843,ROUND TABLE PIZZA #7,"7700 Sunrise Blvd  Citrus Heights, CA 95610-2362","['27', '33', '45']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=030854FC-D748-4CFB-BDF1-06B6B7E9FD8A,7700-rou
1844,BOBER TEA,"1801 L St Ste 80  Sacramento, CA 95811-4170","['6', '44d']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=08A76459-D9B0-4F9F-89AC-6DAEC4D2FE29,1801-bob
1845,HOT BUNZ SAC,"8251 Bruceville Rd Ste 150  Sacramento, CA 95823-2364","['1a', '1b', '1c', '6', '27', '29', '30a', '33', '34', '36', '39', '41', '47c']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F98DDCFD-D88C-4C7B-81D6-54DBABE699A9,8251-hot
1846,COM TAM THIEN HUONG III,"6835 Stockton Blvd Ste 440  Sacramento, CA 95823-2352","['4', '7', '9', '14b', '35', '36', '42', '44c', '44e']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=424F1E97-C629-413E-9C59-2ADD2EEF42C0,6835-com
1847,ROUNDHOUSE DELI,"8450 Elk Grove Blvd Ste 200  Elk Grove, CA 95758-5964","['1c', '6', '7', '27', '36']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=11FFE253-FEB6-4CA5-BF20-A20E355C01DD,8450-rou
1848,MCDONALD'S,"7632 Sunrise Blvd  Citrus Heights, CA 95610-2308","['6', '7']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=6EB2635B-9AC0-456B-8B5D-29599CC89B03,7632-mcd
1849,INTERNATIONAL FOOD CREATIONS #417,"4840 San Juan Ave  Fair Oaks, CA 95628-4719",['38'],"January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=23231188-25F2-4739-99B5-688C6C34C3C0,4840-int
1850,RALEY'S SUPERMARKET #417,"4840 San Juan Ave  Fair Oaks, CA 95628-4719","['33', '40']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D4EA5640-7FC8-49AA-988A-2B58B55F5336,4840-ral
1851,CO DO DELI,"6665 Stockton Blvd Ste 10  Sacramento, CA 95823-1634","['4', '9', '14a', '22', '26', '27', '30b', '33', '35', '36', '38', '40', '43', '44c', '44d', '44e', '45', '49']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=AB9CCF92-B1F2-4CE4-9260-3625FBB0319F,6665-co 
1852,NEW LAI WAH RESTAURANT,"5912 Freeport Blvd  Sacramento, CA 95822-3507","['7', '14a']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=78ADFA9F-22B1-410E-B788-8C1D9F1C1F81,5912-new
1853,MR FRIES MAN,"8251 Bruceville Rd Ste 130  Sacramento, CA 95823-2363","['1b', '6', '14a', '14b', '26', '29', '33', '35', '36', '38', '39', '40', '44e', '49']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=ECD47B87-253A-4C1A-B6F1-FD8215DB1DD6,8251-mr 
1854,VOLUNTEERS OF AMERICA - MAIN KITCHEN,"700 N 5th St  Sacramento, CA 95811-0214","['4', '14a', '33', '34', '38']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=6BD45000-5B49-4613-8C87-9D6ABC3AD1F0,700-vol
1855,MOUNTAIN MIKE'S PIZZA,"8211 Bruceville Rd # B135  Sacramento, CA 95823-2357","['1b', '1c', '23', '29', '30a', '30b', '33', '36', '44c']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=13481F33-0F82-4570-9C5E-2ACB0BED0434,8211-mou
1856,CARL'S JR,"9500 Greenback Ln # 54  Folsom, CA 95630-2091",[],"January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D77869EA-EED1-4A55-B169-79B3C306E956,9500-car
1857,CARNICERIA ATOYAC MEAT MARKET,"6104 Watt Ave  North Highlands, CA 95660-4214","['1c', '6', '7', '13', '27', '30a', '33', '35', '36', '39', '45']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=ABA9CCC3-26D0-4217-BD3A-57AEA8C0B753,6104-car
1858,JERSEY MIKE'S SUBS,"8124 Delta Shores Cir S Ste 130  Sacramento, CA 95832-9107","['1b', '1c', '30b', '35', '42']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=1325153C-E771-4F83-A42F-CDDABB997543,8124-jer
1859,RAO THAI EATERY,"5650 Whitelock Pkwy Ste 110  Elk Grove, CA 95757-5926","['1b', '7', '26', '27', '33', '49']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E47DB617-8B78-431D-B899-0AF84AB30AA9,5650-rao
1860,CHIPOTLE MEXICAN GRILL INC,"2878 Zinfandel Dr Ste A  Rancho Cordova, CA 95670-5668",[],"January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=69885AAD-796A-42C3-B9B0-B2CF74690E66,2878-chi
1861,SUSHI MONO,"9624 Bruceville Rd Ste 100  Elk Grove, CA 95757-5932","['1b', '1c', '6', '27', '33', '49']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=B4E546FD-A35E-42F0-B333-D949507E1578,9624-sus
1862,DEL TACO #129,"8898 Madison Ave  Fair Oaks, CA 95628-3908","['36', '41', '49']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E447C950-4CDB-4DAC-872A-1F92745F2CCE,8898-del
1863,RUBIO'S FRESH MEXICAN GRILL,"9624 Bruceville Rd Ste 102  Elk Grove, CA 95757-5932","['1c', '34', '49']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E6F6AA22-BC09-4F00-A171-B849B0E6F31E,9624-rub
1864,LITTLE CAESARS,"4805 Laguna Blvd # 104  Elk Grove, CA 95758-7038","['1c', '39', '42', '44d', '49']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E6A2E3B5-80D0-429F-B6DC-46EBC4013D1F,4805-lit
1865,SHAGUN,"7517 Watt Ave  North Highlands, CA 95660-2608","['1b', '6', '14a', '27', '30a', '30b', '33', '34', '36', '40', '45', '47c', '49']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F20771DE-3987-4CFF-95ED-15863602124F,7517-sha
1866,CLAY OVEN INDIAN CUISINE,"8807 Greenback Ln  Orangevale, CA 95662-4000","['1b', '6', '14a', '27', '38', '42']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D4503CCC-6949-4841-B198-02B38E189755,8807-cla
1867,MCDONALD'S,"200 Richards Blvd  Sacramento, CA 95811-0236","['1c', '21', '27', '33', '41', '43', '47a']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=68AB2775-17D7-4A06-A690-E88F50493175,200-mcd
1868,THAI ORCHID,"6974 Sunrise Blvd  Citrus Heights, CA 95610-3144","['6', '7', '27', '30a', '35', '36', '40']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=5973EB10-8E0D-409D-A353-CB152047F347,6974-tha
1869,HISO,"524 12th St  Sacramento, CA 95814-1419",['26'],"January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8FF80B69-DCE8-4886-A802-119F1E513691,524-his
1870,MOUNTAIN MIKES PIZZA,"2220 Gold Springs Ct Ste 109  Gold River, CA 95670-4474","['1c', '21']","January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=6E886EEA-6878-4C12-9D82-92AC8580694C,2220-mou
1871,THE DRAGON HOUSE,"1100 O St Ste 3  Sacramento, CA 95814-5711",['7'],"January 11, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=A7A2EAA8-A3E2-4C62-8E6B-47E4C6989930,1100-the
1872,MI RANCHO (RC),"10669 Coloma Rd  Rancho Cordova, CA 95670-4001","['14a', '14b', '33', '36', '45']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=3FA438DE-A49B-400E-8AD4-072BE8A9DACA,1066-mi 
1873,EAST PATIO MEXICANO,"5100 Folsom Blvd  Sacramento, CA 95819-4535","['7', '33', '36', '39', '41']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8F29A610-4C48-4EBB-834A-ADD9CBC35CA1,5100-eas
1874,BETTY WINE BAR AND SHOP,"1103 T St  Sacramento, CA 95811-6503","['4', '32a', '41']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=439480EF-D3EC-4187-93E6-19387BB528FD,1103-bet
1875,DONUT KING,"7401 Greenback Ln  Citrus Heights, CA 95610-5603","['1b', '6']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8EE967DC-7227-4566-968D-6E554C8A56A0,7401-don
1876,CIGARETTE CAGE,"6201 Birdcage St Ste B  Citrus Heights, CA 95610-8044","['6', '39']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=619E166A-A47B-4428-881C-7FAD3DA3F201,6201-cig
1877,VETERANS FOREIGN WARS PT# 4647,"3300 U St  Antelope, CA 95843-2520","['1b', '27', '33', '34', '35']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=0018E36C-5406-4C95-B412-8485FDF8F373,3300-vet
1878,MI RANCHO (RC),"10669 Coloma Rd  Rancho Cordova, CA 95670-4001","['33', '45']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=099D043B-C541-40AB-9249-52739A787C58,1066-mi 
1879,FLAMINGO RESTAURANT & BANQUET HALL,"5715 Watt Ave  North Highlands, CA 95660-4751","['6', '14a', '23']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=FC83507D-AA41-4A40-B930-29FFD08ECCCD,5715-fla
1880,SPECIAL FOOD MARKET,"4614 Martin Luther King Jr Blvd  Sacramento, CA 95820-2733","['6', '14a', '44c']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=300C4F74-5BCA-4CDC-B82E-E77DD29A39D2,4614-spe
1881,CHEVYS FRESH MEX RESTAURANT,"1369 Garden Hwy  Sacramento, CA 95833-9735","['7', '14a', '33', '35', '45', '48']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F72E41D3-248E-465E-A052-6899981BB8D5,1369-che
1882,CHEVRON # 3068,"7966 Walerga Rd  Sacramento, CA 95843-5777","['6', '27', '35', '45']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F1A3344F-1FA3-4434-8151-01F409CAE5A4,7966-che
1883,DENNY'S RESTAURANT #8028,"3520 Auburn Blvd  Sacramento, CA 95821-2006","['5a', '7', '21', '27', '29', '33', '38', '41', '45']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E7626EBE-7900-4A2A-89A8-57EAA76D8902,3520-den
1884,SUNLAND LIQUOR,"2000 Del Paso Blvd  Sacramento, CA 95815-3022","['4', '23', '29', '38', '43', '44a', '45', '47c']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=9B9CF430-6217-44FA-8776-DCBD3D3EAFA7,2000-sun
1885,RED LOBSTER #367,"1400 Howe Ave  Sacramento, CA 95825-3204","['35', '41', '45']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=CF661C53-9807-4B07-BBE7-E844FA3B8589,1400-red
1886,AUBURN SHELL,"3500 Auburn Blvd  Sacramento, CA 95821-2006","['1b', '6', '8', '21', '29', '34', '36', '41', '43', '45', '49']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=770D7A39-3036-4B4D-A176-AC8BFF14DFC1,3500-aub
1887,ROUND TABLE PIZZA,"8822 Madison Ave  Fair Oaks, CA 95628-3908",[],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=3F3A741D-0BCA-4F1A-B5D2-FA640C54C9AB,8822-rou
1888,WINCO FOODS #54,"8701 Greenback Ln  Orangevale, CA 95662-4003",[],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F0DC582A-7AE3-406B-B7A9-24A3530D4E60,8701-win
1889,NOPALITOS SOUTHWESTERN CAFE,"5530 H St  Sacramento, CA 95819-3314","['1b', '1c', '4', '7', '21', '27', '30a', '30b', '35', '40', '47c']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=CA8D5F9D-11B7-4C07-BBC0-162B9D9E7BF9,5530-nop
1890,MI RANCHO (RC),"10669 Coloma Rd  Rancho Cordova, CA 95670-4001","['33', '45']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=099D043B-C541-40AB-9249-52739A787C58,1066-mi 
1891,RALEY'S SUPERMARKET #431,"5159 Fair Oaks Blvd  Carmichael, CA 95608-5750","['14a', '33', '35']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=6A320D14-0B96-47E3-ADD9-B71F7EFC335F,5159-ral
1892,VIVA SUPERMARKETS,"10385 Folsom Blvd  Rancho Cordova, CA 95670-3518","['7', '13', '14a', '27', '29', '35', '44a', '45']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E6BB7049-3AAC-410A-9997-BBAEB649382C,1038-viv
1893,HILLSDALE DONUTS,"5745 Hillsdale Blvd  Sacramento, CA 95842-3003","['6', '14a', '35', '42']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=09522232-2940-4AFD-B733-13236A5A42AB,5745-hil
1894,VIVA SUPERMARKETS,"10385 Folsom Blvd  Rancho Cordova, CA 95670-3518","['14b', '38', '40']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=105F40CF-6322-4AC5-B657-024B71272F19,1038-viv
1895,IN-N-OUT BURGER #229,"225 Placerville Rd  Folsom, CA 95630-6320",[],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=20EDFA86-1056-4700-AFAE-E2FE0C8B231C,225-in-
1896,BROS LIQUOR #2,"3510 Auburn Blvd  Sacramento, CA 95821-2067","['6', '33', '36', '43', '47c', '49']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=03E44392-37AA-449B-825A-76634C4BF2AC,3510-bro
1897,RALEY'S SUPERMARKET #431,"5159 Fair Oaks Blvd  Carmichael, CA 95608-5750",[],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=1A3B46F1-065C-476E-B7C6-219FD0006A21,5159-ral
1898,FRUITRIDGE CHEVRON,"3900 Fruitridge Rd Ste A  Sacramento, CA 95820-6405","['14a', '43', '52']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=3DCDA9E4-5E7C-4D29-B3ED-927A3466766C,3900-fru
1899,CANTON RESTAURANT,"4923 47th Ave  Sacramento, CA 95824-3948","['7', '23', '33', '36', '44a', '44c']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=867F61D4-F4A5-44AF-8C81-CD00EF6C49A0,4923-can
1900,KING WINE & LIQUOR #5,"316 S Lexington Dr  Folsom, CA 95630-6801",['6'],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=5B11867C-105E-4F70-A80B-5C0BE96A1E7C,316-kin
1901,ROMA'S PIZZERIA,"5743 Franklin Blvd  Sacramento, CA 95824-1119","['7', '14a', '36', '40']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=792F45EE-7058-47B9-8694-E3EE88A70927,5743-rom
1902,DUGOUT DELI,"2552 Cottage Way  Sacramento, CA 95825-1916","['1b', '35', '40', '49']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=1E6923A0-645B-42D5-AE10-A5CB716B2B04,2552-dug
1903,PANDA EXPRESS #1894,"6000 J St  Sacramento, CA 95819-2605","['7', '14a', '33', '36']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=537645FB-5F3C-4957-9BEB-6EDDB9756F1C,6000-pan
1904,PRIT LIQUOR & GROCERY,"3946 Martin Luther King Jr Blvd  Sacramento, CA 95820-2723","['7', '14a', '31', '32a', '35', '36', '44c']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=4A6F7C1B-657C-4063-8535-F283452E70B4,3946-pri
1905,IZAKAYA RAMEN & JAPANESE PUB,"5651 Freeport Blvd  Sacramento, CA 95822-3501","['5a', '6', '7', '9', '23', '26', '30a', '35', '43', '44b']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=81D8B490-B759-4963-B924-5E367EBED8EA,5651-iza
1906,DUGOUT DELI,"2552 Cottage Way  Sacramento, CA 95825-1916","['1b', '35', '40', '49']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=1E6923A0-645B-42D5-AE10-A5CB716B2B04,2552-dug
1907,IN-N-OUT BURGER #229,"225 Placerville Rd  Folsom, CA 95630-6320",[],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=20EDFA86-1056-4700-AFAE-E2FE0C8B231C,225-in-
1908,RALEY'S SUPERMARKET #431,"5159 Fair Oaks Blvd  Carmichael, CA 95608-5750",['41'],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=577DE91A-FDF9-443F-8D01-E0C5F73F2AB2,5159-ral
1909,HONEY DONUTS,"4801 Laguna Blvd  Elk Grove, CA 95758-7037","['1a', '40', '41', '42', '43', '44d']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=78F6797D-858C-4157-9DD2-BFB8A8407709,4801-hon
1910,AFC SUSHI @ RALEY'S 431,"5159 Fair Oaks Blvd  Carmichael, CA 95608-5750",[],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=ED96A974-5E55-48E1-A811-FDB2CCC70EFC,5159-afc
1911,HORNET HOSPITALITY/CALIF STATE UNIVERSITY SACRAMENTO,"6000 J St  Sacramento, CA 95819-2605","['7', '21']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=5CD3F34A-2905-4628-A987-05E6892BCAD4,6000-hor
1912,STARBUCKS COFFEE COMPANY,"1971 Zinfandel Dr Ste 100  Rancho Cordova, CA 95670-2881",['42'],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=FE3D9D15-B0EE-4E51-BA96-4A243F1B2917,1971-sta
1913,DAVE'S HOT CHICKEN,"8810 Madison Ave  Fair Oaks, CA 95628-3908",[],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=72764B0B-24AE-4CF1-8DDE-BD766C30E069,8810-dav
1914,CHEVRON #96080,"2358 Sunrise Blvd  Gold River, CA 95670-4343",[],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=029EF30F-1E48-4655-86EB-5C385D52D891,2358-che
1915,MI RANCHO (RC),"10669 Coloma Rd  Rancho Cordova, CA 95670-4001","['14a', '38']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=1FD1BB8A-0BCC-4A06-BB51-640E563417E7,1066-mi 
1916,NEKTER JUICE BAR,"1050 20th St Ste 120  Sacramento, CA 95811-3153",['6'],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8C873898-9E33-41B1-A09E-9236DEA39084,1050-nek
1917,CARL'S JR,"1016 E Bidwell St  Folsom, CA 95630-5552",[],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=62319785-58DC-4DA5-9A4E-345BA782F561,1016-car
1918,JAMBA JUICE #1176,"6000 J St  Sacramento, CA 95819-2605",[],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F84E0ED5-A9BD-41D2-9553-B285BE71BADF,6000-jam
1919,NOPALITOS SOUTHWESTERN CAFE,"5530 H St  Sacramento, CA 95819-3314","['1b', '1c', '4', '7', '21', '27', '30a', '30b', '35', '40', '47c']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=CA8D5F9D-11B7-4C07-BBC0-162B9D9E7BF9,5530-nop
1920,SNOWFOX SUSHI @ WINCO ORRANGEVALE #54,"8701 Greenback Ln  Orangevale, CA 95662-4003",[],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8B165968-405D-4BCE-B882-7958E4CBECD4,8701-sno
1921,FROG & SLIM,"1420 16th St Ste 300  Sacramento, CA 95814-5053","['6', '27', '38', '39', '41']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=DDF7D16A-B004-4274-B7FE-B8FD12CBFDD6,1420-fro
1922,PIZZA GUYS #104,"2351 Vehicle Dr Ste D  Rancho Cordova, CA 95670-2854","['1c', '33', '39']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=44EF852E-2539-4AC6-8203-7BC9F58087CA,2351-piz
1923,ARIGATO SUSHI,"1608 Howe Ave Ste A-5  Sacramento, CA 95825-3398","['4', '7', '27', '33', '34', '35', '36']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=9EB7533D-3EF2-4568-ADAA-078EDCE40C79,1608-ari
1924,NOPALITOS SOUTHWESTERN CAFE,"5530 H St  Sacramento, CA 95819-3314","['1b', '1c', '4', '7', '21', '27', '30a', '30b', '35', '40', '47c']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=CA8D5F9D-11B7-4C07-BBC0-162B9D9E7BF9,5530-nop
1925,PIZZA GUYS #104,"2351 Vehicle Dr Ste D  Rancho Cordova, CA 95670-2854","['1c', '33', '39']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=44EF852E-2539-4AC6-8203-7BC9F58087CA,2351-piz
1926,TAQUERIA LOS MEJORES,"3134 Northgate Blvd  Sacramento, CA 95833-1321","['1b', '1c', '4', '6', '7', '14b', '21', '26', '27', '29', '36', '43', '45', '47c', '48']","January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=7FCAF43D-6818-43EC-8AD4-CE400F859EC0,3134-taq
1927,RALEY'S SUPERMARKET #421,"8870 Madison Ave  Fair Oaks, CA 95628-3908",[],"January 10, 2024",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E3782BF3-E689-40D8-9307-72418B9C5909,8870-ral
