,key,alias,name,rating,price,review_count,categories,lat,lon,display_address,addy_one,addy_two,addy_three,city,zip_code,phone
1333,10325-bla,blaze-pizza-roseville-2,Blaze Pizza,4.1,$$,702,"['Salad', 'Pizza', 'Fast Food']",38.7896145599745,-121.283778738593,"['10325 Fairway Dr', 'Ste 100', 'Roseville, CA 95678']",10325 Fairway Dr,,,Roseville,95678,19168603942.0
1334,1475-bri,brickyard-kitchen-and-bar-roseville,Brickyard Kitchen & Bar,3.7,$$,699,"['New American', 'Bars', 'Burgers']",38.75327,-121.25199,"['1475 Eureka Rd', 'Ste 120', 'Roseville, CA 95661']",1475 Eureka Rd,,,Roseville,95661,19168368406.0
1335,7423-ind,india-oven-elk-grove-elk-grove,India Oven - Elk Grove,4.1,$$,697,['Indian'],38.4235805801365,-121.417400310672,"['7423 Laguna Blvd', 'Ste 100', 'Elk Grove, CA 95758']",7423 Laguna Blvd,,,Elk Grove,95758,19162490783.0
1336,1470-rue,ruen-thai-restaurant-roseville-2,Ruen Thai Restaurant,4.1,$$,695,['Thai'],38.7517,-121.25257,"['1470 Eureka Rd', 'Ste 110', 'Roseville, CA 95661']",1470 Eureka Rd,,,Roseville,95661,19167741499.0
1337,1079-ros,rose-garden-chinese-restaurant-roseville,Rose Garden Chinese Restaurant,4.0,$$,686,['Chinese'],38.7276420593262,-121.270690917969,"['1079 Sunrise Ave', 'Ste I', 'Roseville, CA 95661']",1079 Sunrise Ave,,,Roseville,95661,19167813823.0
1338,1595-ben,bennetts-kitchen-bar-market-roseville-6,Bennett's Kitchen Bar Market,4.0,$$,686,"['New American', 'American', 'Breakfast & Brunch']",38.74891,-121.24689,"['1595 Eureka Rd', 'Roseville, CA 95661']",1595 Eureka Rd,,,Roseville,95661,19167505150.0
1339,9677-18g,18-grams-coffee-and-tea-elk-grove-5,18 Grams Coffee & Tea,4.4,$$,685,"['Coffee & Tea', 'Coffee Roasteries']",38.4067729,-121.3856181,"['9677 E Stockton Blvd', 'Elk Grove, CA 95624']",9677 E Stockton Blvd,,,Elk Grove,95624,19168952672.0
1340,835-orc,orchid-thai-cuisine-lincoln,Orchid Thai Cuisine,4.2,$$,684,['Thai'],38.849811,-121.286747,"['835 Twelve Bridges Dr', 'Ste 100', 'Lincoln, CA 95648']",835 Twelve Bridges Dr,,,Lincoln,95648,19165439988.0
1341,2424-lol,lolas-lounge-sacramento,Lola's Lounge,4.0,$$,684,"['Spanish', 'Puerto Rican', 'Tapas/Small Plates']",38.562079,-121.492467,"['2424 16th St', 'Sacramento, CA 95818']",2424 16th St,,,Sacramento,95818,19163890429.0
1342,2633-riv,riverside-clubhouse-sacramento,Riverside Clubhouse,3.6,$$,683,"['New American', 'Cocktail Bars', 'Breakfast & Brunch']",38.56068,-121.49927,"['2633 Riverside Blvd', 'Sacramento, CA 95818']",2633 Riverside Blvd,,,Sacramento,95818,19164489988.0
1343,7701-jac,jacks-urban-eats-elk-grove-elk-grove,Jack's Urban Eats - Elk Grove,3.1,$$,681,"['Salad', 'American', 'Sandwiches']",38.4238624572754,-121.413513183594,"['7701 Laguna Blvd', 'Ste 420', 'Elk Grove, CA 95758']",7701 Laguna Blvd,,,Elk Grove,95758,19164783534.0
1344,5140-gra,granite-rock-grill-rocklin,Granite Rock Grill,4.3,$$,678,"['Breakfast & Brunch', 'American']",38.79142,-121.236,"['5140 Pacific St', 'Rocklin, CA 95677']",5140 Pacific St,,,Rocklin,95677,19166259252.0
1345,3101-soh,soho-sushi-rancho-cordova-4,Soho Sushi,3.4,$$,677,"['Japanese', 'Sushi Bars']",38.5873,-121.28558,"['3101 Zinfandel Dr', 'Ste 124', 'Rancho Cordova, CA 95670']",3101 Zinfandel Dr,,,Rancho Cordova,95670,19168531100.0
1346,505-taq,taqueria-davis-davis,Taqueria Davis,4.4,$$,673,['Mexican'],38.5487747192383,-121.734901428223,"['505 1/2 L St', 'Davis, CA 95616']",505 1/2 L St,,,Davis,95616,15307588453.0
1347,1223-poo,pooja-indian-grill-west-sacramento-2,Pooja Indian Grill,4.2,$$,672,"['Indian', 'Buffets']",38.5798195044688,-121.524295936961,"['1223-25 Merkley Ave', 'West Sacramento, CA 95691']",1223-25 Merkley Ave,,,West Sacramento,95691,19163758906.0
1348,4571-pet,petes-restaurant-and-brewhouse-sacramento,Pete's Restaurant & Brewhouse,3.5,$$,671,"['Pizza', 'Bars', 'Burgers']",38.655468,-121.50322,"['4571 Gateway Park Blvd', 'Sacramento, CA 95834']",4571 Gateway Park Blvd,,,Sacramento,95834,19165759950.0
1349,5940-laf,la-favorita-taqueria-sacramento-3,La Favorita Taqueria,4.2,$$,670,['Mexican'],38.4954223632812,-121.43603515625,"['5940 Florin Rd', 'Sacramento, CA 95823']",5940 Florin Rd,,,Sacramento,95823,19163915544.0
1350,6624-sar,saroms-southern-kitchen-elk-grove-2,Sarom's Southern Kitchen,4.3,$$,669,"['Southern', 'American', 'Breakfast & Brunch']",38.42265554162,-121.426126733422,"['6624 Laguna Blvd', 'Ste 102', 'Elk Grove, CA 95758']",6624 Laguna Blvd,,,Elk Grove,95758,19162363488.0
1351,8491-rom,roma-ii-pizzeria-sacramento,Roma II Pizzeria,4.4,$$,668,"['Pizza', 'Italian']",38.5478255,-121.3905437,"['8491 Folsom Blvd', 'Sacramento, CA 95826']",8491 Folsom Blvd,,,Sacramento,95826,19163839264.0
1352,7988-fai,fair-oaks-brew-pub-fair-oaks,Fair Oaks Brew Pub,4.3,$$,664,"['American', 'Sushi Bars', 'Pizza']",38.642127,-121.269538,"['7988 California Ave', 'Fair Oaks, CA 95628']",7988 California Ave,,,Fair Oaks,95628,19162413108.0
1353,2600-goo,good-friends-restaurant-sacramento,Good Friends Restaurant,3.8,$$,663,"['Chinese', 'Seafood', 'Soup']",38.613,-121.51648,"['2600 Gateway Oaks Dr', 'Sacramento, CA 95833']",2600 Gateway Oaks Dr,,,Sacramento,95833,19165685100.0
1354,8355-lov,loving-hut-elk-grove,Loving Hut,4.1,$$,659,"['Vegan', 'Vegetarian']",38.409867983138525,-121.39654566126704,"['8355 Elk Grove Blvd', 'Elk Grove, CA 95758']",8355 Elk Grove Blvd,,,Elk Grove,95758,19164789590.0
1355,4810-kat,kathrins-biergarten-rocklin,Kathrin's Biergarten,4.1,$$,658,"['German', 'Beer Gardens', 'Brewpubs']",38.7906899105099,-121.224365,"['4810 Granite Dr', 'Ste 1A', 'Rocklin, CA 95677']",4810 Granite Dr,,,Rocklin,95677,19162517502.0
1356,826-tra,track-7-brewing-natomas-sacramento,Track 7 Brewing - Natomas,4.4,$$,657,['Breweries'],38.654387,-121.490694,"['826 Professor Ave', 'Ste 100', 'Sacramento, CA 95834']",826 Professor Ave,,,Sacramento,95834,19165204677.0
1357,2071-osh,oshima-sushi-and-fugu-lounge-sacramento,Oshima Sushi and Fugu Lounge,3.3,$$,657,"['Sushi Bars', 'Japanese', 'Sports Bars']",38.640864,-121.509121,"['2071 Natomas Crossing Dr', 'Sacramento, CA 95834']",2071 Natomas Crossing Dr,,,Sacramento,95834,19165151958.0
1358,2201-fri,friends-with-benedicts-mimosa-house-el-dorado-hills-2,Friends With Benedicts Mimosa House,4.0,$$,654,['Breakfast & Brunch'],38.7110399,-121.08533,"['2201 Francisco Dr', 'Ste 110', 'El Dorado Hills, CA 95762']",2201 Francisco Dr,,,El Dorado Hills,95762,19169364830.0
1359,9089-wel,well-season-elk-grove-2,Well Season,2.7,$$,651,"['Dim Sum', 'Noodles', 'Cantonese']",38.4274479535251,-121.417442933136,"['9089 Bruceville Rd', 'Elk Grove, CA 95758']",9089 Bruceville Rd,,,Elk Grove,95758,19166843388.0
1360,9195-mim,mimis-cafe-elk-grove-3,Mimi's Cafe,3.1,$$,651,"['American', 'Breakfast & Brunch', 'French']",38.42365636,-121.399803,"['9195 W Stockton Blvd', 'Elk Grove, CA 95758']",9195 W Stockton Blvd,,,Elk Grove,95758,19166834377.0
1361,6241-riv,river-city-brewing-company-carmichael,River City Brewing Company,3.5,$$,650,"['Breweries', 'American']",38.615086,-121.329941,"['6241 Fair Oaks Blvd', 'Carmichael, CA 95608']",6241 Fair Oaks Blvd,,,Carmichael,95608,19165505093.0
1362,8230-far,farmhaus-granite-bay,Farmhaus,4.2,$$,647,"['New American', 'Sandwiches']",38.748703,-121.171116,"['8230 Auburn Folsom Rd', 'Granite Bay, CA 95746']",8230 Auburn Folsom Rd,,,Granite Bay,95746,19167723276.0
1363,8461-tas,tasty-pot-elk-grove,Tasty Pot,4.3,$$,644,"['Hot Pot', 'Bubble Tea', 'Taiwanese']",38.41057227011,-121.3917773034808,"['8461 Elk Grove Blvd', 'Elk Grove, CA 95758']",8461 Elk Grove Blvd,,,Elk Grove,95758,19168961916.0
1364,2620-zes,zest-kitchen-rocklin,Zest Kitchen,4.6,$$,643,"['Vegan', 'Live/Raw Food', 'Gluten-Free']",38.79147314059866,-121.26131226135566,"['2620 Sunset Blvd', 'Ste 1', 'Rocklin, CA 95677']",2620 Sunset Blvd,,,Rocklin,95677,19168241688.0
1365,5500-miz,mizuki-sushi-citrus-heights,Mizuki Sushi,4.2,$$,642,['Sushi Bars'],38.667538,-121.271393,"['5500 Sunrise Blvd', 'Ste 500', 'Citrus Heights, CA 95610']",5500 Sunrise Blvd,,,Citrus Heights,95610,19165369411.0
1366,2191-tea,teabo-café-davis,Teabo Café,3.5,$,641,"['Cafes', 'Bubble Tea']",38.5407655197016,-121.724717874066,"['2191 Cowell Blvd', 'Ste E', 'Davis, CA 95618']",2191 Cowell Blvd,,,Davis,95618,15302977417.0
1367,13407-out,out-of-bounds-craft-kitchen-and-biergarten-folsom-2,Out of Bounds Craft Kitchen and Biergarten,3.7,$$,637,['Brewpubs'],38.658538,-121.183619,"['13407 Folsom Blvd', 'Ste D', 'Folsom, CA 95630']",13407 Folsom Blvd,,,Folsom,95630,19163575250.0
1368,230-bac,back-bistro-folsom,Back Bistro,4.2,$$,636,"['New American', 'Tapas/Small Plates', 'Cocktail Bars']",38.6485200077894,-121.119662820902,"['230 Palladio Pkwy', 'Ste 1201', 'Folsom, CA 95630']",230 Palladio Pkwy,,,Folsom,95630,19169869100.0
1369,913-son,sonic-drive-in-roseville,Sonic Drive-In,2.1,$,635,"['Burgers', 'Fast Food', 'Ice Cream & Frozen Yogurt']",38.7828058590057,-121.2855026,"['913 Pleasant Grove Blvd', 'Roseville, CA 95678']",913 Pleasant Grove Blvd,,,Roseville,95678,19167712071.0
1370,1013-emp,empress-tavern-sacramento,Empress Tavern,3.9,$$,635,"['New American', 'American']",38.57918759999952,-121.49332113120664,"['1013 K St', 'Sacramento, CA 95814']",1013 K St,,,Sacramento,95814,19166627694.0
1371,7400-the,the-habit-burger-grill-elk-grove,The Habit Burger Grill,3.5,$$,635,"['Burgers', 'Sandwiches', 'Salad']",38.4224473974354,-121.417257198191,"['7400 Laguna Blvd', 'Ste 202', 'Elk Grove, CA 95758']",7400 Laguna Blvd,,,Elk Grove,95758,19166833551.0
1372,7907-lid,lido-cafe-carmichael-3,Lido Cafe,4.1,$$,632,"['Comfort Food', 'Salad', 'Sandwiches']",38.63716,-121.31841,"['7907 Fair Oaks Blvd', 'Carmichael, CA 95608']",7907 Fair Oaks Blvd,,,Carmichael,95608,19169448243.0
1373,601-the,the-burger-saloon-woodland,The Burger Saloon,4.1,$$,631,"['Bars', 'Burgers']",38.67778,-121.77293,"['601 Main St', 'Woodland, CA 95695']",601 Main St,,,Woodland,95695,15306682747.0
1374,2069-ban,bangkok-garden-sacramento-4,Bangkok Garden,4.0,$$,631,"['Thai', 'Seafood', 'Noodles']",38.6476376937184,-121.510799017197,"['2069 Arena Blvd', 'Ste 170', 'Sacramento, CA 95834']",2069 Arena Blvd,,,Sacramento,95834,19162639600.0
1375,705-kar,karens-bakery-and-cafe-folsom,Karen's Bakery and Cafe,3.9,$$,631,"['Bakeries', 'Cafes', 'Custom Cakes']",38.6773591194647,-121.179830443514,"['705 Gold Lake Dr', 'Ste 340', 'Folsom, CA 95630']",705 Gold Lake Dr,,,Folsom,95630,19169852665.0
1376,5650-rao,rao-thai-eatery-elk-grove,Rao Thai Eatery,3.9,$$,630,"['Thai', 'Salad', 'Barbeque']",38.3937864808556,-121.436802709441,"['5650 Whitelock Pkwy', 'Ste 110', 'Elk Grove, CA 95757']",5650 Whitelock Pkwy,,,Elk Grove,95757,19166860666.0
1377,7440-chi,chipotle-mexican-grill-elk-grove,Chipotle Mexican Grill,2.4,$$,628,"['Mexican', 'Fast Food']",38.423184,-121.415526,"['7440 Laguna Blvd', 'Ste 124', 'Elk Grove, CA 95758']",7440 Laguna Blvd,,,Elk Grove,95758,19164782360.0
1378,7701-sma,smashburger-elk-grove-5,Smashburger,3.1,$$,627,"['Burgers', 'Chicken Wings', 'American']",38.42396,-121.41354,"['7701 Laguna Blvd', 'Unit B-4', 'Elk Grove, CA 95758']",7701 Laguna Blvd,,,Elk Grove,95758,19165123759.0
1379,234-lap,la-popular-roseville-roseville-2,La Popular - Roseville,3.9,$$,627,['Mexican'],38.775165128963934,-121.2747519,"['234 Gibson Dr', 'Ste 120', 'Roseville, CA 95678']",234 Gibson Dr,,,Roseville,95678,19169522869.0
1380,3907-sky,sky-sushi-el-dorado-hills,Sky Sushi,3.5,$$,626,"['Japanese', 'Sushi Bars']",38.65825,-121.07051,"['3907 Park Dr', 'El Dorado Hills, CA 95762']",3907 Park Dr,,,El Dorado Hills,95762,19169416310.0
1381,6105-ind,india-oven-citrus-heights,India Oven,4.1,$$,624,"['Indian', 'Buffets']",38.6764703460205,-121.265077902919,"['6105 Sunrise Vista Dr', 'Citrus Heights, CA 95610']",6105 Sunrise Vista Dr,,,Citrus Heights,95610,19167261000.0
1382,450-mas,mas-taco-bar-folsom-3,Mas Taco Bar,3.9,$$,623,"['Breakfast & Brunch', 'Tacos']",38.651807,-121.120306,"['450 Palladio Pkwy', 'Folsom, CA 95630']",450 Palladio Pkwy,,,Folsom,95630,19165972929.0
1383,5207-swe,sweet-dozen-sacramento,Sweet Dozen,4.6,$,622,"['Donuts', 'Coffee & Tea', 'Desserts']",38.66136,-121.3436,"['5207 Madison Ave', 'Ste E', 'Sacramento, CA 95841']",5207 Madison Ave,,,Sacramento,95841,19163442000.0
1384,1420-ran,range-kitchen-and-tap-roseville-2,Range Kitchen & Tap,4.4,$$,622,"['New American', 'Comfort Food', 'Pizza']",38.7611963,-121.2491956,"['1420 E Roseville Pkwy', 'Ste 160', 'Palisades Plaza', 'Roseville, CA 95661']",1420 E Roseville Pkwy,Palisades Plaza,Palisades Plaza,Roseville,95661,19168654317.0
1385,325-sha,shady-coffee-and-tea-roseville,Shady Coffee & Tea,4.3,$$,622,['Coffee & Tea'],38.744204,-121.287554,"['325 Douglas Blvd', 'Roseville, CA 95678']",325 Douglas Blvd,,,Roseville,95678,19167424117.0
1386,5110-dic,dickeys-barbecue-pit-elk-grove,Dickey's Barbecue Pit,3.9,$$,622,"['Barbeque', 'American', 'Chicken Wings']",38.42219846747217,-121.44490925582748,"['5110 Laguna Blvd', 'Ste 120', 'Elk Grove, CA 95758']",5110 Laguna Blvd,,,Elk Grove,95758,12793337857.0
1387,730-zum,zumapoke-and-lush-ice-davis-2,Zumapoke & Lush Ice,4.3,$$,620,"['Seafood', 'Hawaiian', 'Poke']",38.5449196613847,-121.739499941468,"['730 3rd St', 'Davis, CA 95616']",730 3rd St,,,Davis,95616,15303410498.0
1388,120-old,old-town-pizza-roseville-2,Old Town Pizza,4.1,$$,619,"['Pizza', 'Beer Bar', 'New American']",38.75148,-121.28618,"['120 Church St', 'Roseville, CA 95678']",120 Church St,,,Roseville,95678,19166687655.0
1389,400-fou,foundation-restaurant-and-bar-sacramento,Foundation Restaurant & Bar,3.9,$$,617,"['New American', 'Bars']",38.5800819102951,-121.502286356483,"['400 L St', 'Sacramento, CA 95814']",400 L St,,,Sacramento,95814,19163219522.0
1390,2580-huc,huckleberrys-sacramento-2,Huckleberry's,3.7,$$,616,['Breakfast & Brunch'],38.64266694933771,-121.51878484321875,"['2580 Arena Blvd', 'Ste B100', 'Sacramento, CA 95834']",2580 Arena Blvd,,,Sacramento,95834,19165502637.0
1391,5800-tha,thai-hut-sacramento,Thai Hut,4.3,$$,615,['Thai'],38.659777,-121.328537,"['5800 Madison Ave', 'Ste K', 'Sacramento, CA 95841']",5800 Madison Ave,,,Sacramento,95841,19163498844.0
1392,5948-pho,pho-viet-citrus-heights,Pho Viet,4.2,$$,615,"['Vietnamese', 'Chinese']",38.67469782886452,-121.3252226857126,"['5948 Auburn Blvd', 'Citrus Heights, CA 95621']",5948 Auburn Blvd,,,Citrus Heights,95621,19163381868.0
1393,4343-bro,brookfields-restaurant-sacramento-sacramento,Brookfields Restaurant Sacramento,4.1,$$,613,"['American', 'Breakfast & Brunch']",38.6616014,-121.3625675,"['4343 Madison Ave', 'Sacramento, CA 95842']",4343 Madison Ave,,,Sacramento,95842,19163320108.0
1394,6600-ski,skipolinis-pizza-and-pasta-rocklin-3,Skipolini's Pizza & Pasta,3.7,$$,613,"['Italian', 'Pizza', 'Salad']",38.798614,-121.293245,"['6600 Lonetree Blvd', 'Rocklin, CA 95765']",6600 Lonetree Blvd,,,Rocklin,95765,19167891818.0
1395,255-bla,black-bear-diner-davis-davis,Black Bear Diner - Davis,3.5,$$,613,"['American', 'Breakfast & Brunch', 'Diners']",38.542835,-121.744688,"['255 2nd St', 'Davis, CA 95616']",255 2nd St,,,Davis,95616,15307564190.0
1396,3516-cas,casablanca-moroccan-restaurant-sacramento,Casablanca Moroccan Restaurant,4.6,$$,612,['Moroccan'],38.57403,-121.38213,"['3516 Fair Oaks Blvd', 'Sacramento, CA 95864']",3516 Fair Oaks Blvd,,,Sacramento,95864,19164704704.0
1397,7318-mir,mirabelle-cafe-fair-oaks-2,Mirabelle Cafe,3.3,$$,609,"['Desserts', 'Breakfast & Brunch', 'Cafes']",38.6488602,-121.2932963,"['7318 Winding Way', 'Fair Oaks, CA 95628']",7318 Winding Way,,,Fair Oaks,95628,19165350100.0
1398,109-yuc,yuchan-shokudo-davis-4,Yuchan Shokudo,3.9,$$,608,['Ramen'],38.54235,-121.74108,"['109 E St', 'Davis, CA 95616']",109 E St,,,Davis,95616,15307533196.0
1399,2010-rom,romanos-macaroni-grill-roseville,Romano's Macaroni Grill,3.5,$$,607,['Italian'],38.743744,-121.25127,"['2010 Douglas Blvd', 'Roseville, CA 95661']",2010 Douglas Blvd,,,Roseville,95661,19167736399.0
1400,7423-fis,fish-and-things-poke-bar-elk-grove-2,Fish & Things Poke Bar,4.1,$$,607,"['Poke', 'Sushi Bars']",38.4236649,-121.4174104,"['7423 Laguna Blvd', 'Ste 300', 'Elk Grove, CA 95758']",7423 Laguna Blvd,,,Elk Grove,95758,19166473047.0
1401,1420-bad,bad-bakers-roseville-roseville,BAD Bakers - Roseville,4.1,$$,605,"['Bakeries', 'Donuts', 'Desserts']",38.7611894,-121.2491216,"['1420 E Roseville Pkwy', 'Ste 180', 'Roseville, CA 95661']",1420 E Roseville Pkwy,,,Roseville,95661,19168832253.0
1402,5731-hap,happy-garden-seafood-restaurant-sacramento,Happy Garden Seafood Restaurant,3.6,$$,605,"['Dim Sum', 'Venues & Event Spaces', 'Seafood']",38.5219932,-121.4410538,"['5731 Stockton Blvd', 'Sacramento, CA 95824']",5731 Stockton Blvd,,,Sacramento,95824,19164560581.0
1403,7811-pho,pho-abc-citrus-heights-2,PHO ABC,3.9,$$,603,"['Vietnamese', 'Chinese', 'Noodles']",38.67892,-121.27566,"['7811 Greenback Ln', 'Citrus Heights, CA 95610']",7811 Greenback Ln,,,Citrus Heights,95610,19167210206.0
1404,2121-ilf,il-forno-classico-rancho-cordova,Il Forno Classico,4.0,$$,601,"['Italian', 'Salad', 'Seafood']",38.6261349925909,-121.263836324215,"['2121 Golden Centre Ln', 'Ste 10', 'Rancho Cordova, CA 95670']",2121 Golden Centre Ln,,,Rancho Cordova,95670,19168580651.0
1405,417-wok,wok-of-flame-davis,Wok of Flame,4.0,$$,600,"['Chinese', 'Desserts']",38.5493984,-121.6962463,"['417 Mace Blvd', 'Davis, CA 95618']",417 Mace Blvd,,,Davis,95618,15307530888.0
1406,9830-sia,siam-patio-thai-cuisine-fair-oaks,Siam Patio Thai Cuisine,4.2,$$,599,['Thai'],38.639,-121.27424,"['9830 Fair Oaks Blvd', 'Fair Oaks, CA 95628']",9830 Fair Oaks Blvd,,,Fair Oaks,95628,19168440356.0
1407,1179-ilf,il-fornaio-roseville,Il Fornaio,3.5,$$,599,"['Italian', 'Seafood', 'Pizza']",38.77333932898485,-121.27156753159512,"['1179 Galleria Blvd', 'Ste P-118', 'The Galleria at Roseville', 'Roseville, CA 95678']",1179 Galleria Blvd,The Galleria at Roseville,The Galleria at Roseville,Roseville,95678,19167881200.0
1408,4365-sta,stagecoach-restaurant-sacramento,Stagecoach Restaurant,4.2,$$,597,"['Breakfast & Brunch', 'Diners']",38.4964,-121.45635,"['4365 Florin Rd', 'Sacramento, CA 95823']",4365 Florin Rd,,,Sacramento,95823,19164229296.0
1409,204-ope,open-rice-kitchen-davis,Open Rice Kitchen,3.2,$,597,"['Chinese', 'Asian Fusion', 'Soup']",38.5438679,-121.7387923,"['204 G St', 'Davis, CA 95616']",204 G St,,,Davis,95616,15307572328.0
1410,10271-fuk,fukumi-ramen-roseville-roseville,Fukumi Ramen - Roseville,4.4,$$,596,"['Ramen', 'Noodles']",38.78863,-121.2808,"['10271 Fairway Dr', 'Ste 120', 'Roseville, CA 95678']",10271 Fairway Dr,,,Roseville,95678,18554777894.0
1411,8785-ari,ariana-gyros-and-kabobs-sacramento,Ariana Gyros & Kabobs,3.8,$$,595,"['Afghan', 'Halal', 'Mediterranean']",38.4392992277312,-121.419540883747,"['8785 Center Pkwy', 'Ste B160', 'Sacramento, CA 95823']",8785 Center Pkwy,,,Sacramento,95823,19167526197.0
1412,1817-bro,brookfields-restaurant-roseville-roseville,Brookfields Restaurant Roseville,4.0,$$,595,"['American', 'Breakfast & Brunch']",38.759544,-121.25962,"['1817 Taylor Rd Roseville', 'Roseville, CA 95661']",1817 Taylor Rd Roseville,,,Roseville,95661,19167843399.0
1413,8621-dom,dominicks-italian-restaurant-and-deli-granite-bay,Dominick's Italian Restaurant & Deli,3.9,$$,594,"['Italian', 'Delis', 'Pizza']",38.7421013854129,-121.169266984216,"['8621 Auburn Folsom Rd', 'Granite Bay, CA 95746']",8621 Auburn Folsom Rd,,,Granite Bay,95746,19167863355.0
1414,4720-sup,super-taco-mexican-restaurants-elk-grove,Super Taco Mexican Restaurants,3.4,$$,593,['Mexican'],38.4227468,-121.44979918440104,"['4720 Laguna Blvd', 'Ste 90', 'Elk Grove, CA 95758']",4720 Laguna Blvd,,,Elk Grove,95758,19164318987.0
1415,8451-net,netillos-takos-elk-grove,Netillo's Takos,3.7,$$,590,['Mexican'],38.40975153318273,-121.39170108574878,"['8451 Elk Grove Blvd', 'Ste 10', 'Elk Grove, CA 95758']",8451 Elk Grove Blvd,,,Elk Grove,95758,19166271339.0
1416,7101-nug,nugget-markets-elk-grove,Nugget Markets,4.2,$$,590,"['Grocery', 'Fruits & Veggies', 'Sandwiches']",38.410102,-121.420177,"['7101 Elk Grove Blvd', 'Elk Grove, CA 95758']",7101 Elk Grove Blvd,,,Elk Grove,95758,19162262626.0
1417,6930-tkn,tk-noodle-sacramento,TK Noodle,3.2,$$,589,"['Vietnamese', 'Chinese', 'Noodles']",38.50138,-121.43362,"['6930 65th St', 'Ste 131', 'Sacramento, CA 95823']",6930 65th St,,,Sacramento,95823,19164226000.0
1418,4006-ela,el-azteca-taqueria-roseville,El Azteca Taqueria,3.2,$$,588,"['Mexican', 'Bars']",38.753,-121.31025,"['4006 Foothills Blvd', 'Ste 103', 'Roseville, CA 95747']",4006 Foothills Blvd,,,Roseville,95747,19167726682.0
1419,8973-uma,umai-bar-and-grill-elk-grove,Umai Bar & Grill,4.2,$$,588,"['Japanese', 'Sushi Bars', 'Bars']",38.4311673262503,-121.299319957237,"['8973 Grant Line Rd', 'Ste 100', 'Elk Grove, CA 95624']",8973 Grant Line Rd,,,Elk Grove,95624,19166866833.0
1420,9160-hid,hidden-sichuan-elk-grove,Hidden Sichuan,3.9,$$,588,"['Szechuan', 'Seafood']",38.42487,-121.39237,"['9160 E Stockton Blvd', 'Ste 150', 'Elk Grove, CA 95624']",9160 E Stockton Blvd,,,Elk Grove,95624,19166868696.0
1421,1184-red,red-robin-gourmet-burgers-and-brews-roseville-2,Red Robin Gourmet Burgers and Brews,2.9,$$,586,"['Burgers', 'American']",38.7722866,-121.2639331,"['1184 Galleria Blvd', 'Roseville, CA 95678']",1184 Galleria Blvd,,,Roseville,95678,19167880211.0
1422,6534-vie,viet-ha-sacramento,Viet-Ha,3.8,$,586,"['Chinese', 'Vietnamese', 'Noodles']",38.4958451,-121.4271341,"['6534 Florin Rd', 'Sacramento, CA 95828']",6534 Florin Rd,,,Sacramento,95828,19164245685.0
1423,9625-the,the-others-club-elk-grove,The Others Club,3.2,$$,585,"['Chicken Wings', 'Sports Bars', 'American']",38.40775340810984,-121.3843137,"['9625 E Stockton Blvd', 'Elk Grove, CA 95624']",9625 E Stockton Blvd,,,Elk Grove,95624,19166819464.0
1424,2600-pri,primo-pizza-burger-and-brew-rocklin,Primo Pizza Burger And Brew,4.1,$$,583,"['Pizza', 'Burgers']",38.7919197307761,-121.261452298739,"['2600 Sunset Blvd', 'Ste 103', 'Rocklin, CA 95677']",2600 Sunset Blvd,,,Rocklin,95677,19162591010.0
1425,8451-sat,satori-sushi-and-teriyaki-grill-elk-grove,Satori Sushi & Teriyaki Grill,3.8,$$,581,"['Japanese', 'Sushi Bars', 'Noodles']",38.409549,-121.3921708,"['8451 Elk Grove Blvd', 'Ste 5', 'Elk Grove, CA 95758']",8451 Elk Grove Blvd,,,Elk Grove,95758,19166835608.0
1426,5406-cal,california-fish-grill-citrus-heights,California Fish Grill,4.3,$$,580,"['Seafood', 'Fish & Chips', 'Tacos']",38.66530143477753,-121.27171,"['5406 Sunrise Blvd', 'Ste 1', 'Citrus Heights, CA 95610']",5406 Sunrise Blvd,,,Citrus Heights,95610,19165532080.0
1427,781-chi,chipotle-mexican-grill-roseville-2,Chipotle Mexican Grill,2.0,$$,580,"['Mexican', 'Fast Food']",38.7895085668169,-121.280906818403,"['781 Pleasant Grove Blvd', 'Ste 140', 'Roseville, CA 95678']",781 Pleasant Grove Blvd,,,Roseville,95678,19167888282.0
1428,1260-man,mandro-teahouse-davis,MandRo Teahouse,3.9,$$,578,"['Bubble Tea', 'Desserts', 'Shaved Snow']",38.5541889,-121.7869827,"['1260 Lake Blvd', 'Ste 102A', 'Davis, CA 95616']",1260 Lake Blvd,,,Davis,95616,15302315073.0
1429,6610-cof,coffee-republic-folsom,Coffee Republic,3.7,$$,578,"['Cafes', 'Sandwiches', 'Breakfast & Brunch']",38.686758,-121.179184,"['6610 Folsom-auburn Rd', 'Ste 2', 'Folsom, CA 95630']",6610 Folsom-auburn Rd,,,Folsom,95630,19169878001.0
1430,4630-dic,dickeys-barbecue-pit-sacramento,Dickey's Barbecue Pit,3.6,$$,576,"['Barbeque', 'American', 'Chicken Wings']",38.6567805,-121.5117638,"['4630 Natomas Blvd', 'Sacramento, CA 95835']",4630 Natomas Blvd,,,Sacramento,95835,19164198411.0
1431,5591-85c,85-c-bakery-cafe-sacramento-sacramento-2,85°C Bakery Cafe-Sacramento,3.4,$$,576,"['Bakeries', 'Coffee & Tea', 'Patisserie/Cake Shop']",38.500751,-121.435107,"['5591 Sky Pkwy', 'Ste 411', 'Sacramento, CA 95823']",5591 Sky Pkwy,,,Sacramento,95823,19163998585.0
